root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow
-0.631265,-0.12465,0.217544,0.588659,0.465775,-0.542681,0.376871,-0.470997,0.289111,0.916022,0.503649,0.288085,0.0,-0.669436,-0.228583,-0.451354,0.603637,0.264562,0.0,-0.401761,1.643759,0.182007,-0.167244,-1.011246,-1.730876,-0.116633,-1.332063
-0.620273,-0.121456,0.22888,0.580569,0.475541,-0.54756,0.370107,-0.517654,0.268074,0.91993,0.525561,0.257782,0.0,-0.730213,-0.230114,-0.418177,0.607076,0.320942,0.0,-0.395721,1.665974,0.165272,-0.134255,-0.878839,-1.629625,-0.184503,-1.381881
-0.608638,-0.118466,0.237849,0.562722,0.501261,-0.547212,0.364197,-0.579981,0.307237,0.906022,0.593799,0.207615,0.0,-0.780556,-0.186695,-0.398723,0.589627,0.378646,0.0,-0.402226,1.733851,0.133267,-0.089855,-0.61662,-1.40236,-0.387128,-1.484745
-0.597706,-0.115262,0.243754,0.538943,0.53647,-0.534784,0.368437,-0.677288,0.400914,0.837435,0.713467,0.155231,0.0,-0.803598,-0.109492,-0.41976,0.553558,0.426503,0.0,-0.419686,1.843661,0.100099,-0.07066,-0.267859,-1.076116,-0.622488,-1.71817
-0.586844,-0.111321,0.248332,0.520605,0.554945,-0.519315,0.388996,-0.781619,0.453657,0.731898,0.833951,0.091912,0.0,-0.792642,-0.0666,-0.472107,0.531183,0.447814,0.0,-0.413917,1.933014,0.090025,-0.101888,-0.048357,-0.874238,-0.714623,-1.8
-0.580097,-0.109665,0.250053,0.519916,0.554104,-0.512916,0.399467,-0.831771,0.424021,0.670358,0.883074,0.048336,0.0,-0.78936,-0.07868,-0.498718,0.533046,0.442765,0.0,-0.391116,1.949069,0.100541,-0.131024,0.005508,-0.831256,-0.676952,-1.8
-0.576024,-0.108883,0.250396,0.522668,0.550725,-0.509364,0.405054,-0.853797,0.389124,0.644222,0.910484,0.010037,0.0,-0.790843,-0.09926,-0.513297,0.546584,0.421729,0.0,-0.364706,1.949634,0.112573,-0.152253,0.027297,-0.8161,-0.625455,-1.8
-0.571903,-0.108136,0.250505,0.525808,0.546576,-0.506128,0.410628,-0.868931,0.348693,0.627263,0.925675,-0.021755,0.0,-0.79286,-0.123488,-0.521534,0.564449,0.39298,0.0,-0.329504,1.948664,0.12075,-0.171034,0.022032,-0.834664,-0.605203,-1.8
-0.566649,-0.106478,0.251309,0.528459,0.54231,-0.502168,0.417681,-0.891164,0.299453,0.602357,0.934411,-0.039754,0.0,-0.798848,-0.147779,-0.527352,0.585874,0.363396,0.0,-0.295983,1.959154,0.125525,-0.184059,0.019541,-0.868084,-0.596258,-1.8
-0.561753,-0.103268,0.253157,0.530456,0.536841,-0.498005,0.427094,-0.920074,0.246779,0.569362,0.941213,-0.044636,0.0,-0.805534,-0.16773,-0.541682,0.611272,0.321725,0.0,-0.288268,1.992529,0.146068,-0.202583,0.036062,-0.910132,-0.613304,-1.8
-0.557933,-0.100168,0.254251,0.531345,0.531923,-0.49225,0.438658,-0.946335,0.20287,0.534207,0.948181,-0.050345,0.0,-0.807448,-0.181257,-0.557485,0.638641,0.264424,0.0,-0.327424,2.031245,0.219538,-0.281581,0.087298,-0.935432,-0.636934,-1.8
-0.556489,-0.099282,0.253175,0.52671,0.528722,-0.486756,0.453981,-0.954342,0.185863,0.491094,0.959258,-0.067525,0.0,-0.785216,-0.174173,-0.569279,0.65412,0.195057,0.0,-0.503671,1.985641,0.374607,-0.514222,0.160167,-0.933943,-0.643451,-1.8
-0.557145,-0.099308,0.251289,0.518342,0.528809,-0.481488,0.468884,-0.959155,0.189409,0.444912,0.974631,-0.086055,0.0,-0.757832,-0.143018,-0.569776,0.655024,0.124943,0.0,-0.747055,1.859602,0.483616,-0.808477,0.220986,-0.911261,-0.646224,-1.8
-0.558257,-0.099202,0.249742,0.509406,0.530004,-0.476516,0.482217,-0.963986,0.20117,0.408603,0.989471,-0.102802,0.0,-0.734858,-0.105683,-0.562063,0.650295,0.067004,0.0,-0.994253,1.769528,0.404284,-1.032153,0.261166,-0.884624,-0.651577,-1.8
-0.559238,-0.098145,0.248704,0.505616,0.533419,-0.46602,0.492587,-0.989689,0.204675,0.369263,1.000041,-0.105963,0.0,-0.731426,-0.070321,-0.563678,0.645165,0.025807,0.0,-1.107577,1.7498,0.28803,-1.165957,0.272745,-0.855008,-0.662982,-1.8
-0.560345,-0.096562,0.247813,0.505082,0.536859,-0.452755,0.501684,-1.023692,0.199104,0.328347,1.007397,-0.093885,0.0,-0.738293,-0.038864,-0.56856,0.641727,-0.004724,0.0,-1.114105,1.735319,0.226522,-1.273407,0.27284,-0.823727,-0.681457,-1.8
-0.562363,-0.095671,0.246265,0.508157,0.537905,-0.438835,0.509764,-1.053248,0.18667,0.285438,1.009146,-0.071346,0.0,-0.744504,-0.014924,-0.575632,0.637358,-0.033718,0.0,-1.056969,1.681943,0.202511,-1.343974,0.275024,-0.793018,-0.70364,-1.8
-0.565022,-0.094281,0.245606,0.516193,0.535141,-0.425535,0.515838,-1.081748,0.16401,0.255234,1.004066,-0.038488,0.0,-0.757645,-0.005483,-0.5834,0.637389,-0.059863,0.0,-0.933133,1.575065,0.237839,-1.393221,0.280275,-0.768311,-0.730352,-1.8
-0.56832,-0.093236,0.244516,0.530052,0.52763,-0.415375,0.517799,-1.101915,0.127817,0.23777,0.990029,-0.001428,0.0,-0.777142,-0.015414,-0.580935,0.648098,-0.088267,0.0,-0.749393,1.421694,0.321143,-1.451642,0.285814,-0.761109,-0.762413,-1.8
-0.570414,-0.092314,0.244357,0.545416,0.516971,-0.411678,0.515542,-1.10759,0.087105,0.243321,0.96605,0.033938,0.0,-0.798781,-0.049767,-0.572373,0.672011,-0.116996,0.0,-0.533075,1.258151,0.415609,-1.546992,0.292762,-0.782162,-0.792469,-1.8
-0.571241,-0.092297,0.244032,0.556238,0.505405,-0.414959,0.512811,-1.091441,0.052882,0.25682,0.93839,0.057665,0.0,-0.810138,-0.090061,-0.554185,0.70407,-0.148457,0.0,-0.355169,1.144364,0.486033,-1.666114,0.306269,-0.815465,-0.811505,-1.8
-0.572968,-0.09166,0.244502,0.562241,0.49631,-0.424045,0.507688,-1.07213,0.035378,0.278199,0.919292,0.069178,0.0,-0.822285,-0.115437,-0.531417,0.731163,-0.17321,0.0,-0.195704,1.058185,0.533404,-1.771485,0.318144,-0.858197,-0.815906,-1.8
-0.574757,-0.090671,0.244801,0.561413,0.491186,-0.437259,0.502351,-1.049414,0.033921,0.304652,0.912917,0.068667,0.0,-0.831546,-0.118339,-0.494756,0.751487,-0.181798,0.0,-0.078828,1.042347,0.550278,-1.8,0.324032,-0.89911,-0.804374,-1.8
-0.576198,-0.090874,0.243694,0.554055,0.491809,-0.450542,0.498155,-1.02317,0.051515,0.322192,0.917906,0.056813,0.0,-0.825439,-0.099728,-0.457325,0.754123,-0.173957,0.0,-0.044279,1.115827,0.567879,-1.8,0.320976,-0.928656,-0.781244,-1.8
-0.578619,-0.091325,0.242241,0.551266,0.492525,-0.455905,0.495657,-1.012398,0.06402,0.325002,0.922254,0.053312,0.0,-0.819554,-0.08161,-0.435615,0.744944,-0.155069,0.0,-0.005811,1.169692,0.588046,-1.8,0.308584,-0.940811,-0.771637,-1.8
-0.58083,-0.091429,0.241339,0.550208,0.493044,-0.45848,0.493938,-1.008548,0.070753,0.321806,0.921467,0.05816,0.0,-0.816455,-0.066998,-0.421628,0.733162,-0.126846,0.0,0.042911,1.188272,0.60214,-1.8,0.292798,-0.944523,-0.768086,-1.8
-0.583013,-0.090639,0.241516,0.547585,0.493268,-0.46259,0.492796,-1.003304,0.079871,0.321573,0.918136,0.070398,0.0,-0.814025,-0.050662,-0.412478,0.722272,-0.090895,0.0,0.067209,1.188205,0.621972,-1.8,0.278982,-0.94231,-0.762783,-1.8
-0.586755,-0.088097,0.243764,0.54604,0.492,-0.46743,0.491207,-1.005291,0.091657,0.323331,0.915177,0.088014,0.0,-0.820821,-0.03345,-0.416929,0.71415,-0.053602,0.0,0.077774,1.181719,0.633139,-1.8,0.266558,-0.943059,-0.758226,-1.8
-0.590461,-0.08672,0.245324,0.545904,0.49163,-0.469827,0.48944,-1.005303,0.105826,0.327784,0.907029,0.096436,0.0,-0.82519,-0.020426,-0.421098,0.70461,-0.023785,0.0,0.083866,1.177318,0.640622,-1.8,0.252705,-0.943529,-0.754207,-1.8
-0.59388,-0.08755,0.24478,0.547172,0.492099,-0.469643,0.487726,-0.997715,0.120066,0.329428,0.892028,0.101434,0.0,-0.822604,-0.013154,-0.419637,0.694227,-0.007,0.0,0.08556,1.17892,0.645953,-1.8,0.240698,-0.945836,-0.751819,-1.8
-0.595884,-0.090138,0.242224,0.54861,0.493344,-0.468424,0.486022,-0.98138,0.127478,0.323738,0.86841,0.102325,0.0,-0.812993,-0.008825,-0.411886,0.682386,-0.003057,0.0,0.085131,1.181356,0.649953,-1.8,0.23256,-0.948054,-0.750181,-1.8
-0.596944,-0.092511,0.23965,0.55016,0.493866,-0.468288,0.483865,-0.961058,0.125305,0.317034,0.839903,0.101702,0.0,-0.803496,-0.005693,-0.403703,0.671898,-0.004625,0.0,0.088598,1.184374,0.652081,-1.8,0.230409,-0.956359,-0.746997,-1.8
-0.596628,-0.094365,0.237845,0.55122,0.494056,-0.469133,0.481643,-0.93927,0.116445,0.318942,0.810084,0.099315,0.0,-0.795922,-0.006681,-0.393102,0.662847,-0.005282,0.0,0.097468,1.18815,0.654623,-1.8,0.230541,-0.970348,-0.7429,-1.8
-0.595537,-0.09611,0.236063,0.551854,0.493941,-0.470805,0.479398,-0.915833,0.104034,0.321756,0.780148,0.09709,0.0,-0.787526,-0.009571,-0.380272,0.654003,-0.006031,0.0,0.10814,1.191335,0.658579,-1.8,0.230781,-0.985506,-0.738204,-1.8
-0.594294,-0.098363,0.233387,0.552485,0.493203,-0.473221,0.477045,-0.88855,0.089507,0.319394,0.750669,0.09455,0.0,-0.77423,-0.012825,-0.365419,0.643437,-0.00976,0.0,0.11624,1.19067,0.663276,-1.8,0.229789,-1.001126,-0.733564,-1.8
-0.593463,-0.100675,0.230613,0.552829,0.491818,-0.475865,0.475446,-0.861212,0.078605,0.315799,0.725428,0.093661,0.0,-0.75634,-0.01602,-0.352072,0.629466,-0.013925,0.0,0.121881,1.18887,0.668023,-1.8,0.224582,-1.011442,-0.729442,-1.8
-0.593314,-0.101174,0.229814,0.551796,0.489476,-0.480331,0.47457,-0.840706,0.069721,0.314156,0.707752,0.098926,0.0,-0.742553,-0.014239,-0.34522,0.615784,-0.009967,0.0,0.124648,1.183656,0.671905,-1.8,0.215977,-1.018923,-0.724785,-1.8
-0.592666,-0.101849,0.228652,0.549883,0.4872,-0.484771,0.474617,-0.820736,0.060147,0.307859,0.69497,0.103135,0.0,-0.726558,-0.011915,-0.337048,0.603617,-0.006118,0.0,0.121992,1.177465,0.673744,-1.8,0.201727,-1.025363,-0.719107,-1.8
-0.591619,-0.103336,0.22684,0.547199,0.485124,-0.490409,0.474054,-0.794385,0.050705,0.30392,0.680977,0.102464,0.0,-0.707915,-0.011933,-0.323669,0.594472,-0.00161,0.0,0.112801,1.168283,0.672937,-1.8,0.179364,-1.032958,-0.708706,-1.8
-0.590812,-0.104449,0.225606,0.542883,0.482568,-0.497105,0.47465,-0.768298,0.044046,0.301765,0.673271,0.101067,0.0,-0.68912,-0.010613,-0.310021,0.590148,0.002139,0.0,0.098779,1.160031,0.664386,-1.8,0.152271,-1.038214,-0.690743,-1.8
-0.590403,-0.105084,0.225111,0.537418,0.47989,-0.503252,0.4771,-0.747594,0.042494,0.298216,0.673728,0.103471,0.0,-0.67123,-0.006291,-0.297952,0.588904,0.005824,0.0,0.07969,1.155396,0.649068,-1.8,0.125563,-1.039583,-0.666747,-1.8
-0.589792,-0.105806,0.22401,0.532914,0.478109,-0.506573,0.480415,-0.731132,0.040199,0.289202,0.673412,0.102744,0.0,-0.654791,-0.000667,-0.286177,0.587529,0.00694,0.0,0.053692,1.150273,0.630492,-1.8,0.102254,-1.040094,-0.643593,-1.8
-0.588924,-0.107582,0.221478,0.529592,0.477021,-0.508888,0.482717,-0.712108,0.038512,0.276808,0.671766,0.097496,0.0,-0.635047,0.000643,-0.272393,0.582905,0.003886,0.0,0.026197,1.14433,0.609287,-1.8,0.083727,-1.045408,-0.621037,-1.8
-0.590448,-0.107971,0.220327,0.527429,0.47466,-0.512897,0.483169,-0.699346,0.041321,0.267431,0.673906,0.094676,0.0,-0.621623,0.007278,-0.265362,0.578193,0.000986,0.0,0.008432,1.13975,0.588775,-1.8,0.069338,-1.057829,-0.598841,-1.8
-0.592396,-0.107476,0.220397,0.525895,0.472252,-0.516959,0.482873,-0.693745,0.045699,0.264365,0.678939,0.092628,0.0,-0.616779,0.013044,-0.259346,0.577876,-0.002894,0.0,-0.002798,1.138129,0.570415,-1.8,0.054559,-1.075304,-0.577521,-1.8
-0.592817,-0.107396,0.220983,0.524608,0.47104,-0.519196,0.483056,-0.692083,0.0511,0.267297,0.683292,0.091104,0.0,-0.615789,0.009499,-0.250125,0.579298,-0.002088,0.0,-0.012264,1.143309,0.556005,-1.8,0.037408,-1.090183,-0.557869,-1.8
-0.591668,-0.107076,0.221575,0.523173,0.470709,-0.52014,0.48392,-0.694362,0.051812,0.271141,0.689567,0.088972,0.0,-0.617137,0.003472,-0.239372,0.581842,-0.004569,0.0,-0.020541,1.154514,0.543624,-1.8,0.015718,-1.100221,-0.537837,-1.8
-0.591914,-0.105862,0.222464,0.522516,0.469722,-0.521743,0.483861,-0.700493,0.052375,0.26853,0.697567,0.089125,0.0,-0.621466,0.003535,-0.23565,0.584392,-0.007814,0.0,-0.029033,1.163717,0.532926,-1.8,-0.006804,-1.112302,-0.517921,-1.8
-0.593614,-0.10475,0.223058,0.522767,0.468097,-0.523874,0.482862,-0.704689,0.056015,0.260997,0.702487,0.087451,0.0,-0.624407,0.00655,-0.233953,0.583666,-0.011602,0.0,-0.03942,1.170095,0.52239,-1.8,-0.029734,-1.127467,-0.498945,-1.8
-0.594402,-0.103016,0.224351,0.522574,0.466451,-0.525766,0.482608,-0.710045,0.055518,0.25684,0.705521,0.086355,0.0,-0.629891,0.009384,-0.232027,0.583992,-0.013985,0.0,-0.049305,1.178414,0.512794,-1.8,-0.051324,-1.141658,-0.481152,-1.8
-0.593467,-0.101754,0.225526,0.521724,0.466027,-0.52701,0.482581,-0.713361,0.051248,0.253503,0.703604,0.083984,0.0,-0.634724,0.007259,-0.228582,0.582575,-0.015958,0.0,-0.060737,1.186312,0.505254,-1.8,-0.07609,-1.148174,-0.463345,-1.8
-0.592154,-0.100145,0.227848,0.520152,0.465783,-0.527886,0.483554,-0.719761,0.049616,0.254246,0.702283,0.083809,0.0,-0.640751,0.003815,-0.227945,0.579643,-0.014131,0.0,-0.072965,1.193429,0.497396,-1.8,-0.10306,-1.14711,-0.443939,-1.8
-0.591438,-0.098875,0.230338,0.518821,0.465702,-0.528616,0.484264,-0.725768,0.053536,0.253723,0.699178,0.082934,0.0,-0.645767,-0.001117,-0.229486,0.573485,-0.01139,0.0,-0.086581,1.199278,0.490223,-1.8,-0.132772,-1.142748,-0.423879,-1.8
-0.591103,-0.097496,0.233125,0.517502,0.465593,-0.529986,0.484282,-0.731096,0.060068,0.254899,0.695265,0.083281,0.0,-0.650756,-0.005913,-0.233671,0.565079,-0.007892,0.0,-0.101024,1.203254,0.483457,-1.8,-0.164797,-1.136955,-0.401157,-1.8
-0.591029,-0.095249,0.236581,0.516006,0.466268,-0.531721,0.483327,-0.740841,0.068277,0.257674,0.692423,0.087502,0.0,-0.660732,-0.006099,-0.240377,0.556415,-0.002697,0.0,-0.103807,1.210663,0.488605,-1.8,-0.199739,-1.128213,-0.376939,-1.8
-0.591012,-0.092555,0.240648,0.514323,0.468224,-0.53284,0.481996,-0.756199,0.081073,0.261623,0.691558,0.09275,0.0,-0.674341,-0.004758,-0.249523,0.546461,0.006294,0.0,-0.090512,1.228342,0.511917,-1.8,-0.233673,-1.117446,-0.355651,-1.8
-0.591216,-0.090276,0.244183,0.51257,0.471889,-0.532164,0.481036,-0.77378,0.100764,0.265648,0.692983,0.093865,0.0,-0.686477,-0.001493,-0.260002,0.533669,0.014122,0.0,-0.062154,1.26228,0.555893,-1.8,-0.264171,-1.105637,-0.339725,-1.8
-0.591361,-0.088159,0.247425,0.5107,0.476523,-0.530276,0.48054,-0.793203,0.122943,0.267504,0.695134,0.094437,0.0,-0.698614,0.002665,-0.272182,0.520923,0.022609,0.0,-0.018867,1.309099,0.618377,-1.8,-0.289458,-1.095897,-0.331411,-1.8
-0.591066,-0.085847,0.250592,0.508428,0.482034,-0.526779,0.481297,-0.816373,0.145293,0.267029,0.699432,0.096674,0.0,-0.711014,0.008489,-0.287048,0.508396,0.031396,0.0,0.039556,1.367534,0.697664,-1.8,-0.312034,-1.08433,-0.328779,-1.8
-0.591817,-0.084397,0.252562,0.506879,0.488161,-0.521421,0.482589,-0.83997,0.173838,0.259106,0.705547,0.094791,0.0,-0.71952,0.016188,-0.304004,0.494086,0.036914,0.0,0.11749,1.439583,0.800238,-1.8,-0.332952,-1.07505,-0.330944,-1.8
-0.59368,-0.084606,0.25266,0.506923,0.493381,-0.515002,0.484125,-0.859053,0.205108,0.243032,0.711685,0.089056,0.0,-0.719933,0.020321,-0.320776,0.478665,0.03644,0.0,0.199838,1.512586,0.906957,-1.8,-0.347616,-1.071968,-0.340212,-1.8
-0.593674,-0.081875,0.256176,0.507301,0.496197,-0.509512,0.486654,-0.886769,0.220637,0.246023,0.716418,0.10073,0.0,-0.732915,0.018225,-0.344415,0.469782,0.04758,0.0,0.269326,1.57563,0.991668,-1.8,-0.34998,-1.08002,-0.356664,-1.8
-0.593477,-0.078601,0.259947,0.509249,0.497796,-0.504369,0.488339,-0.918397,0.225941,0.246013,0.72048,0.12074,0.0,-0.750962,0.015217,-0.365763,0.46314,0.062273,0.0,0.327392,1.630926,1.063827,-1.798091,-0.342638,-1.101312,-0.381504,-1.8
-0.595411,-0.076247,0.262518,0.513122,0.498669,-0.499209,0.488698,-0.950262,0.235569,0.235086,0.726738,0.139857,0.0,-0.767302,0.015365,-0.384395,0.455603,0.072033,0.0,0.382741,1.698229,1.136031,-1.760031,-0.324767,-1.133231,-0.419666,-1.8
-0.596637,-0.075713,0.263317,0.517481,0.499917,-0.495256,0.486846,-0.975244,0.241028,0.21926,0.733336,0.152418,0.0,-0.780856,0.011136,-0.388677,0.449326,0.08173,0.0,0.42416,1.776257,1.195336,-1.683474,-0.303768,-1.167547,-0.460463,-1.8
-0.598321,-0.075048,0.264213,0.522182,0.500691,-0.49253,0.483785,-0.997798,0.244083,0.208903,0.738593,0.165718,0.0,-0.7978,0.007622,-0.384991,0.445051,0.09481,0.0,0.452383,1.847712,1.238581,-1.599953,-0.282326,-1.2032,-0.500163,-1.8
-0.598867,-0.072683,0.266896,0.525516,0.501709,-0.490555,0.48112,-1.023479,0.242116,0.209544,0.742368,0.185019,0.0,-0.822264,0.005986,-0.378481,0.443188,0.115421,0.0,0.465447,1.904373,1.261612,-1.526662,-0.265875,-1.233141,-0.531712,-1.8
-0.599649,-0.070147,0.269641,0.528805,0.503051,-0.488252,0.478451,-1.049824,0.241506,0.207101,0.743286,0.204306,0.0,-0.846546,0.006247,-0.375859,0.44003,0.134497,0.0,0.467353,1.948951,1.270806,-1.464366,-0.261232,-1.25171,-0.554146,-1.795481
-0.601017,-0.067458,0.272026,0.531808,0.505045,-0.483877,0.477464,-1.078496,0.242591,0.199523,0.742732,0.221466,0.0,-0.870461,0.011141,-0.375612,0.436741,0.152238,0.0,0.464317,1.996909,1.272468,-1.401859,-0.268893,-1.266258,-0.569418,-1.765352
-0.602026,-0.06541,0.27382,0.533168,0.508609,-0.479559,0.476521,-1.101765,0.248641,0.195814,0.739946,0.231437,0.0,-0.891206,0.016741,-0.371104,0.433168,0.169441,0.0,0.45176,2.031574,1.266423,-1.349139,-0.294024,-1.264034,-0.567832,-1.732785
-0.602019,-0.062718,0.27604,0.533843,0.513197,-0.47492,0.475491,-1.125738,0.252561,0.19597,0.734423,0.238106,0.0,-0.913556,0.022012,-0.371283,0.428731,0.185992,0.0,0.438354,2.061196,1.259047,-1.308735,-0.329027,-1.255504,-0.554725,-1.703702
-0.600895,-0.059892,0.277865,0.533316,0.519031,-0.470335,0.474306,-1.149664,0.253916,0.192324,0.728406,0.23995,0.0,-0.935156,0.029932,-0.371187,0.42306,0.198156,0.0,0.42076,2.087429,1.248107,-1.269281,-0.373945,-1.24229,-0.529879,-1.676898
-0.599401,-0.057903,0.278535,0.531458,0.525765,-0.466762,0.472501,-1.168872,0.257957,0.183122,0.724143,0.233853,0.0,-0.950424,0.041183,-0.368008,0.414249,0.204391,0.0,0.395157,2.100466,1.233133,-1.240863,-0.4316,-1.219716,-0.490712,-1.652231
-0.597836,-0.057308,0.277734,0.530012,0.532755,-0.46347,0.469526,-1.183348,0.263716,0.167783,0.721794,0.219185,0.0,-0.958612,0.051279,-0.364879,0.402296,0.205135,0.0,0.367767,2.10649,1.219913,-1.22765,-0.497459,-1.188081,-0.446723,-1.634362
-0.596603,-0.056849,0.276745,0.530183,0.538367,-0.461206,0.465141,-1.196754,0.270335,0.152898,0.721816,0.20104,0.0,-0.965333,0.05639,-0.368875,0.391056,0.200458,0.0,0.343039,2.108316,1.212433,-1.222452,-0.550174,-1.167276,-0.414173,-1.626971
-0.596264,-0.055208,0.276386,0.53188,0.542086,-0.459481,0.460569,-1.212993,0.275202,0.143496,0.724002,0.186982,0.0,-0.976362,0.060795,-0.377749,0.382654,0.195174,0.0,0.320751,2.106418,1.209184,-1.222517,-0.578301,-1.168439,-0.39829,-1.627487
-0.597558,-0.054032,0.275201,0.534977,0.5438,-0.458375,0.456041,-1.225653,0.281394,0.130958,0.727784,0.169531,0.0,-0.984416,0.065268,-0.384293,0.376749,0.185296,0.0,0.303518,2.106257,1.206188,-1.222396,-0.600487,-1.169915,-0.390882,-1.627967
