frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow
10,-0.5983916977114144,-0.08443819432602795,0.2937268369653783,0.05116360835203331,0.05196560777388133,-0.6922079074115497,0.7180042295878298,-0.4516927297379671,0.17067499621098148,0.3964890492664635,0.3536038211025148,-0.03612168880100183,0.0,-0.4286619320141951,-0.1506925677233833,-0.41061536705017365,0.31438619804617907,-0.08996349771728002,0.0,-0.3989363144360781,1.8667555902922792,0.33990526329136206,-0.5295438689236577,-0.492154889964391,-1.7083537186434972,-0.14775402179589617,-0.35416340742157815
11,-0.5983878916820067,-0.0843781152725295,0.2937024681667626,0.05126591596393836,0.05211596037595682,-0.6922978556076239,0.7178993046768847,-0.4522332981036969,0.17086848707147567,0.3966759602213726,0.35367121155242265,-0.03606709752094398,0.0,-0.4293227878934258,-0.1505304588344693,-0.410473354391484,0.3142139720277142,-0.08951796436523715,0.0,-0.39828694843309786,1.8662857319522965,0.3400309054431388,-0.5289846191182038,-0.49234663540965345,-1.708511527069473,-0.14731670025792168,-0.3533369375479791
12,-0.5983618763018572,-0.0843372348073568,0.2936881989256192,0.051322788848838716,0.052339304872498105,-0.6923591716458728,0.7178198561951882,-0.45280702554857116,0.17117674991622323,0.39673102182598013,0.35375121156614586,-0.03605939330276354,0.0,-0.4298179047125727,-0.15030383792067412,-0.41047228015319354,0.313873941895,-0.0890815353609655,0.0,-0.39865667408689426,1.8657087438388724,0.3404309221746322,-0.5295058756614549,-0.4928271565163191,-1.7082561906418836,-0.14688656213991547,-0.3526291063146792
13,-0.5983293868173348,-0.08429569561619207,0.2936760552287902,0.05138353452262711,0.05263366877717203,-0.6924288171723262,0.7177268020914004,-0.45351807981707065,0.17157427927172655,0.3967699893439481,0.3538415740923511,-0.03603261988515994,0.0,-0.4303585579988893,-0.14997835717728097,-0.41045460117657223,0.31337235501906796,-0.08855539703352297,0.0,-0.39945380118016677,1.8650279496385933,0.3410107528456774,-0.530673735584749,-0.4929091888699287,-1.7076899737609743,-0.1463994740003684,-0.3523358504226177
14,-0.5982973554194269,-0.08425693633106117,0.29366945356403545,0.05143935280673883,0.05297531651983534,-0.6924737150506032,0.717654347709579,-0.4542951370204144,0.1720044483235892,0.3967179729097767,0.35383818710074494,-0.035927310231773826,0.0,-0.4308009301037388,-0.14953356281107377,-0.4104613701726064,0.3125949890116924,-0.08791537652995429,0.0,-0.4004888274069646,1.8639770621830687,0.34131832411819324,-0.5318364065118204,-0.49268878996025267,-1.7072175359431732,-0.1463270933960809,-0.3515701339519277
15,-0.5982742435523838,-0.08422959224784397,0.2936637636666327,0.05152676298941542,0.05331063183875346,-0.6925176120561306,0.7175808847933873,-0.4550589239275533,0.17244496179661756,0.3966799257920409,0.35383806871060297,-0.03584883859866664,0.0,-0.4313860966482242,-0.14914810220892877,-0.41037571113443005,0.31205873535343415,-0.08738679533413826,0.0,-0.4011427545486063,1.8626497626823773,0.3414618770202933,-0.5326447732430728,-0.4923047419712908,-1.7067946892671437,-0.1463745863123302,-0.35080921162267725
16,-0.5982603124413574,-0.08420817517258163,0.2936566430677357,0.05166515028547254,0.05363334368966164,-0.692545773324896,0.7175197060293667,-0.4558014985664524,0.1728031961070829,0.39674903781592497,0.3537955499713716,-0.0357770619471156,0.0,-0.4321716899087079,-0.14888731961298826,-0.41017500230089887,0.3117733410447774,-0.086950321334314,0.0,-0.40094864324208596,1.8611882194711624,0.3416288377021463,-0.5327969772072291,-0.49199071258839155,-1.7064144995728698,-0.14636440092881797,-0.35029371467615517
17,-0.5982434302562682,-0.08419714301484954,0.2936547856251334,0.0518185612701761,0.05394079851560866,-0.6925635790647645,0.7174684076085803,-0.45647407999674355,0.1730577862397894,0.396764361281966,0.3536236311904849,-0.0356570255781378,0.0,-0.43292006285566054,-0.14875398113136928,-0.4100049009645211,0.31155151338048104,-0.0866064254400852,0.0,-0.40032819889013754,1.8598628662270706,0.34185104288929363,-0.5326220415073383,-0.4919572262165332,-1.705922505987127,-0.14617726985490953,-0.35014319967920554
18,-0.5982287655822462,-0.0841949320383797,0.2936577748842,0.05198609182307759,0.05423156593268569,-0.6925757768976862,0.7174225928753697,-0.4571228356154101,0.17331126293159746,0.3966771418357357,0.3534121144029207,-0.03551919850098965,0.0,-0.43360047497299326,-0.1486705413878579,-0.40989544125800914,0.31131894497107254,-0.08633180443160653,0.0,-0.3994788714792604,1.8586100202706264,0.34208505924157023,-0.532315838302821,-0.4921113213068498,-1.7054691943892644,-0.1460234999844456,-0.350084297504053
19,-0.5982129500660001,-0.08418572411811454,0.2936574426913212,0.05212506859043694,0.054532807273741976,-0.6925044363677295,0.7174585394057982,-0.45795027976894565,0.17354270646257233,0.3963726613536445,0.3533484675690653,-0.03537587382236229,0.0,-0.43414309116719235,-0.14860714452335325,-0.4100075549056081,0.3110072964379245,-0.08609543520001944,0.0,-0.3987138972313239,1.8574110660658443,0.3424714199806111,-0.5323070582447005,-0.4925684389918586,-1.7051751772615653,-0.14588014205480204,-0.3496927159622549
20,-0.5981972368679231,-0.08416259983136813,0.29364509469826955,0.05222871152691541,0.05484968963605394,-0.6923973395113231,0.7175302066649945,-0.4589824638411928,0.17378484742841907,0.3959837666802069,0.35355264839496087,-0.0352840790901106,0.0,-0.4346690818499355,-0.14845808899604407,-0.4102616200331576,0.3107177149604592,-0.08589108500027265,0.0,-0.39834995787052396,1.8562031636350653,0.3427682282805372,-0.532312361218083,-0.49304349459775043,-1.7050455014855035,-0.14575289312390308,-0.3493202062641322
21,-0.5981847387093248,-0.0841259081098575,0.293620583126785,0.05232431735468143,0.055151184867423625,-0.6922898807394116,0.7176038138463999,-0.46013244395989245,0.17402502921787638,0.3956097922790792,0.353971778432435,-0.035248737250348855,0.0,-0.43529773990484927,-0.1483043997026237,-0.41052332543396547,0.3105617660351429,-0.08574518100700144,0.0,-0.3982208703592704,1.855049430622056,0.3428849383050997,-0.5321198089937231,-0.49319449074630917,-1.705005127202059,-0.1458031299398438,-0.3492994316195903
22,-0.5981720334222913,-0.08408336042767399,0.2935926490629977,0.05244575404696284,0.05549752279550672,-0.6921659695856279,0.7176877722196449,-0.46147741787933283,0.17431489002584613,0.3951829048372179,0.3544621756174215,-0.03519910517138451,0.0,-0.4360783695626319,-0.14817411038964048,-0.41080854264326805,0.3104906400708574,-0.08563649743561713,0.0,-0.3977925032165288,1.8541014759891092,0.3424083478890885,-0.5310824261087765,-0.4922167138111122,-1.7050649719214035,-0.1461871126207387,-0.34908436960195866
23,-0.5981626180512442,-0.08404346983011227,0.29356961093269,0.05253358195890607,0.055810049127702176,-0.6920621941756953,0.717757187756176,-0.4626805082732744,0.17465270601582958,0.39478385595621684,0.3549384065177138,-0.035165339478298856,0.0,-0.4367078097709648,-0.14799365286820435,-0.4110601936461293,0.31043772107737194,-0.0855441726255618,0.0,-0.3975812133738703,1.8535241060800582,0.34178171418456527,-0.5305071358290651,-0.49106884069287043,-1.7049947666390566,-0.14669268440734964,-0.3491130949424898
24,-0.5981625899417319,-0.08402103310355093,0.29355282510490116,0.05258120321877291,0.056061019093470804,-0.6919641418853831,0.7178286742329918,-0.46361775199345323,0.1749744540669579,0.39437669639323186,0.3553029560849954,-0.03512951897761672,0.0,-0.4371098003489328,-0.14780347007404557,-0.4112838027576745,0.3102892746723623,-0.08548758218230963,0.0,-0.39802908281824984,1.8536435911261469,0.3412663481862075,-0.5297588076386945,-0.49037495785766466,-1.7047121863827086,-0.14720869338346532,-0.3493555136910127
25,-0.5981746967423747,-0.08401470795557378,0.29355037327214417,0.05258329419730108,0.056241159188625045,-0.691873482985739,0.7179018127332343,-0.46420692155259646,0.1753026447371749,0.39393578620666636,0.3554937460188696,-0.03505853412670651,0.0,-0.4371653535271924,-0.14757461386093448,-0.41156590427041134,0.3100069586239176,-0.08547951896878724,0.0,-0.39911529865376233,1.8535233694026914,0.3414379392945784,-0.5306144844647825,-0.49024544492395783,-1.7043394437000927,-0.1477563374360564,-0.3498382577111578
26,-0.5981976347439066,-0.0840154132876385,0.29355655062994374,0.05257366407433359,0.05635711161859896,-0.6917678056040312,0.7179952569102339,-0.46458961394066534,0.17557391357237775,0.3934393992183328,0.35557963644008717,-0.034948584886467966,0.0,-0.437000405397904,-0.1473973542597136,-0.41194263231323325,0.30968441131081115,-0.0855382281836698,0.0,-0.4001841626492402,1.8530007892714535,0.34191894804436385,-0.5321120875562798,-0.49044841169266007,-1.7040752326878659,-0.14823538460117036,-0.3504686783284943
27,-0.5982247927518329,-0.08401197093807357,0.2935580899842326,0.05256585333253152,0.05641207898066808,-0.6915826050273393,0.7181699024827637,-0.4649943049186642,0.17567863139507162,0.39277838950378097,0.35566671261591337,-0.03478719261714306,0.0,-0.4367336455635986,-0.14739045349384075,-0.412571154801913,0.309436732918485,-0.08570107441848027,0.0,-0.40101448777861315,1.8524482346622881,0.342844555112546,-0.5337843379411571,-0.49107302534507974,-1.7040923495707452,-0.14863832973894628,-0.3509383360060443
28,-0.5982555768121463,-0.08400648213558305,0.29355684021490763,0.05258982403694148,0.0564778836913077,-0.6913171751100826,0.7184184869971902,-0.46554412686992863,0.1756736711787043,0.3919319154633901,0.35571208751683214,-0.034538979651553586,0.0,-0.436495243737797,-0.14750698026774314,-0.413441066802807,0.3092991530954883,-0.08596767876036965,0.0,-0.40180388346253665,1.8517509768479379,0.3438139650558565,-0.535583414610876,-0.4922354346242037,-1.7043124705796793,-0.14907985382129404,-0.35137435889971924
29,-0.5982859372902325,-0.08398711540055556,0.2935459096248423,0.052674283871121275,0.0565981597793409,-0.6909717482411927,0.7187350772438802,-0.4664607563482882,0.17555967145888318,0.3909133209701634,0.3558431787960549,-0.03422169397975511,0.0,-0.4364837562493341,-0.14775712049486694,-0.41451254846193153,0.30934402068226646,-0.08630182690270649,0.0,-0.40176524755269316,1.850919242481699,0.34456629410872536,-0.5371838660786801,-0.49351530367333785,-1.7043845262166872,-0.14908065811777188,-0.3518060223593492
30,-0.5983220461167431,-0.08396158705635057,0.2935288183235869,0.05280396659614189,0.056734446665903424,-0.6905569430684375,0.7191133791365601,-0.46761973396416406,0.17537612289757443,0.3897196940169259,0.3560530997177082,-0.03385990200978386,0.0,-0.436632908183605,-0.14816798598747674,-0.4157019172552014,0.3096141740701586,-0.08676098968775561,0.0,-0.40093908364805836,1.8502005185490529,0.3450017266602848,-0.5380472361485503,-0.49471225724772006,-1.7045083065372764,-0.14873186223770335,-0.35199653300573985
31,-0.598363985620863,-0.08392982603387006,0.2935106402431808,0.053005012515259624,0.05684332765333157,-0.6901166213974652,0.7195125805852879,-0.4688198897903951,0.1751532655943106,0.3885266171789357,0.3561200416841765,-0.0333926880525227,0.0,-0.4370087632206606,-0.14879264819059015,-0.4168008479749141,0.31015536965139595,-0.08731663854487146,0.0,-0.3995727731479418,1.8498435375078295,0.3448405768221638,-0.5376105668111953,-0.49575589557299593,-1.7046027637622527,-0.14816093594334076,-0.35170998170040585
32,-0.5984056943680315,-0.08390130148709223,0.29348909768471854,0.053233304574616856,0.05694354980691029,-0.6896952998156552,0.7198916868749402,-0.47006330064760515,0.17493114903302945,0.3874271344498481,0.35632166293700096,-0.03303232941804983,0.0,-0.4375431455112336,-0.1494951274843374,-0.41777013186837475,0.31091198224518724,-0.0879569593053181,0.0,-0.39819421192461024,1.8501054927111513,0.34405025700844843,-0.5357952199164012,-0.49631009457623454,-1.7046227903479856,-0.14759676709950692,-0.3511615533652393
33,-0.5984393141179901,-0.08387313431120827,0.293466264563603,0.053443175814891684,0.05706127361854722,-0.6893183132462383,0.720227811900657,-0.47130565426114934,0.17477309734015373,0.3864472745913402,0.35664982498931935,-0.032783936715374405,0.0,-0.43811275922965925,-0.1501289098625964,-0.4186599870112672,0.31166776628379367,-0.08856337429703595,0.0,-0.39739719866697654,1.8504782933708002,0.34340305473349886,-0.5348235655174337,-0.4964101827772791,-1.7043739328072212,-0.1471521199294113,-0.3504715697767875
34,-0.5984679786098036,-0.0838459515649472,0.2934445846152112,0.05363889658439132,0.05720827311297682,-0.6889723346083446,0.7205325838606929,-0.4725445481029127,0.1746326107396634,0.38553961631468775,0.3570233164365012,-0.03259111924682397,0.0,-0.43863942360030495,-0.15065790390967104,-0.41947285362037307,0.312237624326355,-0.08905201838959771,0.0,-0.3969402732610474,1.8510181015320455,0.3428079034985236,-0.533815384361556,-0.49602751599057965,-1.7041335770269583,-0.14702504407092926,-0.35024361928034387
35,-0.5984939946861894,-0.08381471800787782,0.293421246571339,0.05380861951340617,0.05734739763258817,-0.6886601157723851,0.7208072928288082,-0.47372961439404493,0.17447970096760196,0.3847089025424698,0.35738670703272746,-0.032412052398297767,0.0,-0.43907558350612325,-0.15106482581042097,-0.420220930261334,0.3125628303443161,-0.08938064951826458,0.0,-0.3966808329135698,1.8516348246115648,0.34204325421630183,-0.5331577299698667,-0.49510842138511935,-1.7038964510573094,-0.14739193258263686,-0.3505381730714734
36,-0.5985146977111304,-0.08378689759934133,0.2934034059041534,0.053944614014693255,0.05747379431339731,-0.6883437491615382,0.7210891932183309,-0.47479845138865295,0.17428691363358473,0.3838479956890668,0.3576705175363103,-0.032223773099990353,0.0,-0.43923835636531605,-0.15134034872525434,-0.4209987072216604,0.3125304039380874,-0.0895652262664256,0.0,-0.3967102969581924,1.8524013396768342,0.3416467517406927,-0.5332117767870826,-0.4941940009067863,-1.7035377738566697,-0.14802235580345657,-0.35102666374064295
37,-0.5985332368041789,-0.08376237070081892,0.2933866731705137,0.05403853097567133,0.05758801674149042,-0.6880327783698298,0.7213697757644583,-0.475789282446451,0.17407859444943571,0.38298283879955813,0.3579845567658802,-0.032082895776821954,0.0,-0.4392547748949575,-0.15157865902499007,-0.4217618486824049,0.31238348781978503,-0.08971898818056573,0.0,-0.3976072736606614,1.8533122337684642,0.3419465564677573,-0.5343874710441844,-0.49353662513959956,-1.7030438333166247,-0.14879259480988594,-0.3516745080215171
38,-0.5985492557745979,-0.08373681967254984,0.29337100836294505,0.05409233763739692,0.05771069651615632,-0.6877411741761085,0.7216339597464969,-0.47674710742656046,0.1740011826091137,0.3821296203831786,0.35835034519906084,-0.03198420746664353,0.0,-0.4392600646117002,-0.15175865950059333,-0.4224011569230194,0.31225377682302763,-0.08989542755888795,0.0,-0.39993223638761194,1.854074911864136,0.34311583969673043,-0.5378591086201577,-0.49308625351067525,-1.7025797820669215,-0.1496687107478435,-0.35259095602634016
39,-0.598556454295264,-0.08371541541629016,0.29335839082035053,0.05416483309187318,0.05784021110188821,-0.6874581096085229,0.7218878225661478,-0.4776886962375752,0.17392143447163982,0.3813102022497636,0.3586682257243371,-0.03188950775727266,0.0,-0.4392873536559773,-0.15199391708712742,-0.42305470362602227,0.31209815315776496,-0.09005002247674886,0.0,-0.4027040552470583,1.8546794944745313,0.34470762423240997,-0.5419567029069202,-0.4930966939307286,-1.7021270447695296,-0.15037137325786798,-0.3536394124623096
40,-0.598552524216393,-0.0837025059849838,0.2933484230839384,0.05432353572690722,0.05796650036144679,-0.6871603744665139,0.722149193771629,-0.4786632354351058,0.1736670494184222,0.3805240705122163,0.3588717900565683,-0.03176201305394867,0.0,-0.43943037485433306,-0.1524348142825529,-0.42380006098771716,0.3119983020234417,-0.09021985897602536,0.0,-0.40393452454364365,1.8552611505065142,0.34637677445513365,-0.544557665644683,-0.49329565175964235,-1.701594783500112,-0.1509332543164977,-0.35498435595691563
41,-0.5985421997945551,-0.08369540192187565,0.2933417348673654,0.05451623308156243,0.058062367067257106,-0.6868746783880284,0.722398725116875,-0.47953483049105916,0.17330038192265954,0.3798180142328614,0.3589616138227692,-0.03160988697173174,0.0,-0.43961562474597965,-0.15299755357965167,-0.4244737513726893,0.3119770637011528,-0.0904394980237524,0.0,-0.40428299069253143,1.8556711398771415,0.34787547041962896,-0.5469097004073237,-0.49307154717381196,-1.7008805775665663,-0.15162762014598583,-0.3564308570153311
42,-0.5985366907970494,-0.08369165359710906,0.2933326749920587,0.05471156295560072,0.05814548657067692,-0.6865687331232456,0.7226680579408195,-0.4804390948646223,0.17290441938255596,0.3790615411756186,0.35912441007996204,-0.03147485475146685,0.0,-0.43980186036847324,-0.15358668704893533,-0.4251318020210025,0.3119785632910055,-0.09075687373615701,0.0,-0.4041395761798258,1.8560169279783163,0.3489403883535422,-0.5485173069160115,-0.49253985501566067,-1.70014581343894,-0.15247118909218177,-0.35748752076977586
43,-0.5985294304177214,-0.08369965544267646,0.2933313756504512,0.05489712309582501,0.058246080808584004,-0.686237022057167,0.7229608907156404,-0.48129813244116704,0.1724836072982304,0.3782352328805534,0.35918777349703634,-0.03131242201081159,0.0,-0.4398341201541096,-0.15414206923509752,-0.42584846258713643,0.31192233004120007,-0.09111115473209044,0.0,-0.4036676565452109,1.8564047623630957,0.3493561579599954,-0.5493298619225806,-0.4917168868669304,-1.6993854321303743,-0.15320158764725977,-0.35811520939074043
44,-0.5985201155263644,-0.08371278385597469,0.2933310304279957,0.055100536872753444,0.05831542562022827,-0.6859627001796661,0.7232001216352822,-0.481924350847125,0.17201283654217137,0.3776010626312832,0.359140188826272,-0.031208564449368363,0.0,-0.43992215019973463,-0.15473482628951685,-0.42636386711222485,0.3119505326260947,-0.09161607600594521,0.0,-0.40340753111030914,1.856668874673376,0.34895928381343866,-0.5496201576819345,-0.4909555821091166,-1.6984358793818988,-0.15384931259170223,-0.35854321260961386
45,-0.5985136573136913,-0.08372540089618272,0.2933214144638912,0.055302176554828636,0.058354597834305744,-0.6857260706671177,0.7234059484047177,-0.4825472343602569,0.17157542837346387,0.3770946255322159,0.35926635641086624,-0.031164121417505262,0.0,-0.4402275440287735,-0.15540941385198562,-0.42672602458814946,0.31237472899283203,-0.09232270771584289,0.0,-0.4033120989031239,1.8568421560613946,0.34810601015952236,-0.5495305532403117,-0.4903432205427474,-1.6973197281736931,-0.1543732503107743,-0.3589073015736368
46,-0.5985077093243505,-0.0837349347350967,0.29330760265089534,0.055521550018595316,0.05839062078862229,-0.6855194474104448,0.7235820479458631,-0.48324045985120373,0.17114996132291213,0.3766341532606135,0.35947794531816907,-0.031185829991065804,0.0,-0.44077084353577867,-0.15613822517446432,-0.4269593246252904,0.31310951249862673,-0.0930101237766413,0.0,-0.402515882987201,1.8572269383821778,0.34740581655982894,-0.5487749525495189,-0.4898995197255116,-1.696184576089225,-0.15465803377608933,-0.35961835503387213
47,-0.5985050406875227,-0.08374162957952866,0.2932903100012344,0.05574341975896436,0.05841311178938766,-0.6853447630368072,0.7237286337451886,-0.48391376903016897,0.1707413500365194,0.37629187424367583,0.3597173516817917,-0.03123626123864527,0.0,-0.44146516321849544,-0.15688732104306655,-0.4271019063869368,0.3140639434212725,-0.09367087197534762,0.0,-0.4013401657868764,1.8577668445066482,0.34700916556374156,-0.5479505773261829,-0.4895285401219347,-1.6951896349122686,-0.155112179712305,-0.36040844693992335
48,-0.5985033809108307,-0.08374875890058495,0.2932710607608922,0.05598069790014213,0.058418848024953646,-0.6851862222261746,0.723859959197545,-0.4845586408228332,0.1703022947433408,0.3760190109221756,0.35995184544523584,-0.0312993738682633,0.0,-0.44224128819423136,-0.1576924255128031,-0.42721161880386016,0.3151502842879757,-0.09435643322188697,0.0,-0.39976301214801385,1.8583664666234925,0.34676089351225126,-0.5469724361519285,-0.48923617025555205,-1.6943145636891181,-0.1556129392564487,-0.3610890463136203
49,-0.5984995182581802,-0.08375531742852127,0.29325173487155864,0.05618722473599059,0.058436223392548836,-0.6850413962182298,0.7239796192155284,-0.48516726023346146,0.16993032103392977,0.3757632850563816,0.3601830159535568,-0.03136540689431246,0.0,-0.44300941529221655,-0.15843065768020054,-0.4273270443275511,0.3162603129342272,-0.09501803414196297,0.0,-0.3982784831449588,1.858960568850608,0.34671949788932166,-0.5462780836746348,-0.48898522110219284,-1.6933590999516368,-0.15595070157594673,-0.36176069582085263
50,-0.5985169101487461,-0.08375434463779055,0.2932305990359341,0.05632451804421957,0.058478050156342595,-0.6848962333418622,0.7241029042001753,-0.4857213470120632,0.1697309395584548,0.37555305645947357,0.3604599543264417,-0.03142188678833535,0.0,-0.44370067811401903,-0.1588761278612882,-0.42731837919672144,0.3172791026761381,-0.09556604912499159,0.0,-0.3983042956352265,1.8591991152175273,0.34733544613274536,-0.5470127943722022,-0.48827881783362387,-1.6923822841394354,-0.15615378725551965,-0.3621670741925074
51,-0.598538102765131,-0.08374758334713656,0.29320793702240944,0.05644990521253526,0.05852530949275077,-0.6847781103422246,0.7242010328261108,-0.4863064936158513,0.16958941911478387,0.3752552741384143,0.36074385400285025,-0.031437391267590875,0.0,-0.4444031975080728,-0.15917718893625202,-0.4271705153510876,0.3181623989383491,-0.0959537645552751,0.0,-0.39807227070647816,1.8593440413718707,0.34816477281289454,-0.5481246309214186,-0.48681182755455943,-1.6916983597742599,-0.15648918230708245,-0.36214377141003434
52,-0.598554703091024,-0.08373135236760762,0.2931899494378037,0.056546743992068195,0.05856394377024129,-0.6846943395470872,0.7242695572962802,-0.4868068290961416,0.16949386129399913,0.3750069638932654,0.36098431211060833,-0.03142371629031541,0.0,-0.44485648335836236,-0.15938520092919015,-0.42726324958709994,0.3186671843352688,-0.09614503260983562,0.0,-0.39832936457891893,1.859378268599694,0.34840325817952233,-0.5485977111663415,-0.48517771098389695,-1.6911895438825335,-0.1569844151218332,-0.3619156238622865
53,-0.598581216706591,-0.08371528562015848,0.29317446398654395,0.05667662906896592,0.05861693292552153,-0.6845575821408205,0.7243843811301414,-0.4873932002774122,0.16938231070551074,0.3747089923712523,0.3611583914701826,-0.03132688882904095,0.0,-0.44518373370694025,-0.1595116381623172,-0.42753175235693175,0.3188688316253141,-0.09619674116344996,0.0,-0.3991374873948101,1.859437528198829,0.34819192883797134,-0.5489650963045695,-0.4841322737206178,-1.690812767757112,-0.15767453412203497,-0.3618924390066082
