frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow
10,0.6354386540067963,-0.06020386939390918,0.3001189184536447,0.048891545492675,0.04891398339398138,-0.7298501439592667,0.6800998502944327,-0.3873573939553031,0.11700802740346955,0.30089091486821085,0.2884392969179351,-0.06746554821883462,0.0,-0.3713073261067092,-0.1285067005606248,-0.3908706597496755,0.3267485273493786,-0.06627135287962571,0.0,-0.2258732904682454,1.691125583858639,0.04813721817687638,-0.21607471260126168,-0.391684107187028,-1.6084356461754692,-0.09194692256303513,-0.30910894094404956
11,0.6354541546406028,-0.06019969218451414,0.3001210724176987,0.048549627861358566,0.048678851628370746,-0.729816513956159,0.6801772996767443,-0.3863943891555806,0.11696318586595561,0.3007976969568395,0.2882596204759989,-0.06761397630510331,0.0,-0.3706089773062614,-0.1287660475465032,-0.3910678322814911,0.3274475958653187,-0.06670002812583435,0.0,-0.22628865869848855,1.6910147296828646,0.048375357652075165,-0.21596845361475533,-0.3927859435828168,-1.608358144892876,-0.09255162636237663,-0.30985075768572434
12,0.6354725453884239,-0.06018891481578868,0.30012096448786474,0.04831115142379014,0.04850331152805671,-0.7297946037805224,0.6802303269567973,-0.38583508280608864,0.11706269128623499,0.30075289819718454,0.288407619324889,-0.06789266781153021,0.0,-0.37019167219773597,-0.12898309723947377,-0.39121465712454356,0.32808345947469664,-0.0670036769923118,0.0,-0.22670354653102215,1.6906432547363588,0.048419667866952,-0.2157835201223843,-0.39352508713832585,-1.608366069591708,-0.09310189040586998,-0.3102822947183748
13,0.6354838134561679,-0.06015740111069098,0.3001119030657648,0.04815388429290462,0.04841567632906975,-0.7297782300849199,0.6802652869338752,-0.38573691580788894,0.11722615133731575,0.3007189559840892,0.28879975610889635,-0.06818351030649991,0.0,-0.37008406902163654,-0.12908100592247387,-0.39130972075965126,0.32865502189897144,-0.06717950499448508,0.0,-0.2268898685571378,1.6900145375496924,0.048303039699308443,-0.21552553253128834,-0.393368992276773,-1.6084943911981495,-0.09344882643790918,-0.31037484519124797
14,0.6354806257992117,-0.060106449411272925,0.300089275714559,0.048041653813753506,0.04837380602167775,-0.7297832700224677,0.6802707940115703,-0.3859758545860971,0.11740522394986655,0.3007525045204609,0.28947605816502253,-0.06853359931338152,0.0,-0.3703104891490641,-0.12905730675414057,-0.3911660742190095,0.32926757155589953,-0.06727327491766341,0.0,-0.2269108673833481,1.6886452384828996,0.0476421520814645,-0.2151968506303097,-0.39267026623755374,-1.6087629149186315,-0.0935533706354041,-0.31029757620552806
15,0.6354931195754436,-0.06005889233961336,0.3000725228135571,0.04795959580208929,0.04838334470592885,-0.7298087195264834,0.680248603106749,-0.3863185068225545,0.11758849208643996,0.3008340189249021,0.2902501856514301,-0.06894220388603757,0.0,-0.3705992515250796,-0.1290900088175464,-0.3910019060509937,0.32987103825156544,-0.0673073233391291,0.0,-0.22690265993582345,1.6868754072446848,0.04672639049714893,-0.21475775822836085,-0.3913862835537916,-1.6089294620670678,-0.09335815443665625,-0.309944124069448
16,0.6355127035506426,-0.0600184082715613,0.3000547397995649,0.047912278595494164,0.04837858602603924,-0.7298695527391045,0.6801870051378,-0.38661272894613985,0.11772769210965964,0.3010306248792519,0.2908291613394767,-0.06928487291311859,0.0,-0.3709776975034548,-0.1291177747462293,-0.3907536410664715,0.330325455700889,-0.06722298215874666,0.0,-0.2267741230359239,1.685261877388962,0.04584688357161741,-0.2144021620927461,-0.3906532488790194,-1.6086624633348592,-0.09288117806671098,-0.30958129546461477
17,0.6355377509291027,-0.059982756084458376,0.3000416924087693,0.047903178433667364,0.04837805139113165,-0.7299345028549847,0.6801179832803985,-0.3868382709885469,0.11776908830704091,0.3012001689293628,0.291214373940961,-0.06952874450437188,0.0,-0.371398159789657,-0.12920718790136676,-0.3905032088660303,0.33071361617189143,-0.06710116410904757,0.0,-0.22668526346372161,1.6842123687946013,0.04519890551436934,-0.21428074293252744,-0.3903765768499343,-1.6079968219033478,-0.0924631716127529,-0.30948802002457837
18,0.6355679228857288,-0.05994900192081765,0.30003040273583864,0.04790813886345254,0.04840231545756563,-0.729987670875642,0.6800588404384893,-0.3871207740005975,0.11780087186544476,0.30130499129247773,0.29155460416667395,-0.06970834065080353,0.0,-0.3718267380540007,-0.12931615647942957,-0.39031601353430967,0.33111187226945754,-0.06699851376655701,0.0,-0.22661489303489726,1.6837642918686513,0.04497531609585235,-0.2146219047756101,-0.3904374475235015,-1.6072777069502835,-0.09222357907645067,-0.30969691641351776
19,0.6356030008884238,-0.05991869486157618,0.3000184658367105,0.04792878856178371,0.0484417175485598,-0.730060523868764,0.6799763692338231,-0.3874015583768457,0.11783852320242207,0.30146748787414446,0.2918574919490833,-0.06985607600939718,0.0,-0.3723480842134098,-0.12943589687329599,-0.3900981276741974,0.33145271104507307,-0.06682146122685685,0.0,-0.22655165980559636,1.6837090757772917,0.045089735463429884,-0.21510393051798507,-0.39068612052013413,-1.6068602226736997,-0.09215393211268305,-0.3100960134566513
20,0.6356450915847867,-0.059894716003206894,0.3000077557083133,0.04795035678240587,0.04850361745304541,-0.7301632505650099,0.6798601252483842,-0.3877554341758335,0.11794026069180938,0.30161008498881986,0.29230275845872394,-0.07006760436153599,0.0,-0.37287217942713696,-0.12951736399995348,-0.38984954244788744,0.33178530138325585,-0.06663073362460994,0.0,-0.22654720217758265,1.6838042282994528,0.04521663196522698,-0.21563164262867995,-0.39106228732452186,-1.606766207454373,-0.09224778657239907,-0.31085304199146485
21,0.6356960991548792,-0.05988163525775239,0.30000002926297215,0.04798642368974319,0.04859058303148017,-0.730330914764975,0.6796712538578377,-0.3881335679820601,0.11813195977235433,0.3018088371092863,0.292870395689985,-0.07039008636918422,0.0,-0.3734451667141993,-0.12955747743272827,-0.38947450213740464,0.3320974663892437,-0.06643443547516478,0.0,-0.22666586612414402,1.6839608754134792,0.04534828825497114,-0.2163779479222888,-0.39147916156687323,-1.6069460008240761,-0.09241546567903397,-0.31161525990002
22,0.6357413367952028,-0.059858572787647266,0.29998758331312475,0.04806208665922185,0.048708157642826405,-0.7304676589212588,0.6795105227110906,-0.3886487316890288,0.1182880112486228,0.30202649286812683,0.2933311098931823,-0.07058335143258097,0.0,-0.3741479197606539,-0.12961234988887002,-0.38917173942022565,0.33244536236551936,-0.0662797786797782,0.0,-0.2270092487135144,1.684234519034905,0.04549604142749386,-0.21712334415748202,-0.3918876116187175,-1.6070926812825976,-0.09257091858383482,-0.31214712097179986
23,0.6357757294280307,-0.05982424053537326,0.2999690799982525,0.048128761974440715,0.04881554801176578,-0.7305911912947047,0.6793652741682518,-0.38920619953272645,0.11845665475055726,0.3022545926736642,0.2937729373938039,-0.07070212180563068,0.0,-0.37487672636366365,-0.1296202912082507,-0.3888523857143953,0.3328017377753349,-0.06616483858712405,0.0,-0.22726714261368072,1.684473641561621,0.0455395322355012,-0.2177449300954797,-0.3918200257345981,-1.6072739345443379,-0.09267721833342096,-0.31249464868081994
24,0.6357992554873104,-0.059782607175465595,0.2999507472793046,0.048178878722014,0.04891099345983116,-0.7307129546072866,0.6792238867508654,-0.3896836074821272,0.1186854302564867,0.30260272257177384,0.29421872892630346,-0.07081923396148629,0.0,-0.3755471362278647,-0.12960210619324744,-0.38853031634626045,0.33309932266981324,-0.06608541311791517,0.0,-0.2271368698653256,1.6847591049927082,0.04569039967608405,-0.21843605542863587,-0.39116123397333274,-1.6076533747398971,-0.09274887782877453,-0.3125650606894737
25,0.6358213106648853,-0.05974427849440438,0.29993169357997496,0.048311974311761374,0.049060596520806785,-0.7308291272103689,0.6790786389130894,-0.39032090251227386,0.11887853454225084,0.3029982583228287,0.2946228948628598,-0.0709249073495,0.0,-0.37640441392439183,-0.12963872970665707,-0.3882407327174476,0.33342887008358857,-0.06607775138641578,0.0,-0.2269213379066579,1.6848621986441406,0.04581855298666279,-0.21937010722629968,-0.39085934711433684,-1.6079814307368907,-0.09276951247703233,-0.31243685136124566
26,0.6358482487105388,-0.05970983129892672,0.2999167317275539,0.04848443709034427,0.04924196649261475,-0.7309705902176796,0.6789009385269629,-0.39099491045047735,0.1191250720005513,0.30346520622238443,0.29497791132583434,-0.07106110720941189,0.0,-0.37733294160748043,-0.12968330000217418,-0.3878433294870769,0.33362708903437366,-0.06598604546909558,0.0,-0.22641792800598598,1.6848619607669826,0.045858440131043794,-0.2202121338591952,-0.3907594785423235,-1.6082810400048646,-0.09268615352022815,-0.312370250559065
27,0.6358821392852056,-0.05968015190743849,0.29990544613123654,0.04865961797886483,0.049429706994601544,-0.731136368382659,0.6786962181070385,-0.3916032470877229,0.11939242931514053,0.30401571673793193,0.29528768362708335,-0.07121751724456728,0.0,-0.3782176866277572,-0.12974699243258042,-0.3874028837882804,0.3337418846253317,-0.06585663495548348,0.0,-0.2254340538543833,1.6850820583489727,0.04591080838099028,-0.2204821236914626,-0.3904832998601744,-1.6086197767866048,-0.09250725416320828,-0.312416947300941
28,0.6358940665370291,-0.059643271210270764,0.2998852488458222,0.048839091037230754,0.04960450796341493,-0.7313117003025119,0.6784816379070363,-0.39219885038824664,0.11963310844071115,0.3045534572007441,0.29553410808569663,-0.07132911376683909,0.0,-0.3792338578979793,-0.12969523884729536,-0.38678065588645505,0.33381159339379424,-0.06566573597398799,0.0,-0.224653669490315,1.6854438860896306,0.04594451132471245,-0.22024374279958486,-0.38968717758665417,-1.6093547280247433,-0.09230392288618883,-0.31244374224366944
29,0.6358952117607123,-0.059600941524089346,0.2998599772697705,0.04902145198967016,0.04976756843796053,-0.7314830009226357,0.6782718523850254,-0.3927769481471416,0.11982449554263941,0.30501989493088844,0.29564283936324,-0.07135651803088852,0.0,-0.3802981688157743,-0.1295742725532022,-0.38608935812284645,0.33383768471163483,-0.0654308561943038,0.0,-0.22472344928752844,1.685752730522929,0.04589267450414411,-0.21985291258548711,-0.3878220249732612,-1.6105999083059166,-0.09204581307457743,-0.3120646512155194
30,0.6358934286749393,-0.05956539562190642,0.2998371466887387,0.04919767965267609,0.04991469783304744,-0.7316618098991847,0.6780553865224273,-0.3932191527628816,0.11994993886377049,0.30540356231124816,0.2955336960812486,-0.07131865198114765,0.0,-0.38128314445097805,-0.12941755455177006,-0.38537829735884915,0.33379342405852996,-0.06517600601010942,0.0,-0.22430224891785558,1.686292063626294,0.04570245288723985,-0.21928754709225123,-0.3859878786035774,-1.6119823022200055,-0.09170199393443293,-0.3113024293521836
31,0.635894541401179,-0.059531857134293806,0.29982497229149674,0.0492993281188256,0.049980292564804296,-0.7318503607502929,0.6778396536584711,-0.3932124345098072,0.12003703317674072,0.3059049916084331,0.2951082815382395,-0.0712384358132737,0.0,-0.38188759575067843,-0.12927984774112056,-0.3847096598520469,0.33359990251857624,-0.06487326204175849,0.0,-0.2244385850059445,1.6869933767311487,0.04557372420014314,-0.21879692066830808,-0.3851944466334004,-1.6133811416693702,-0.09172333261849147,-0.3106367003954863
32,0.6359081497939313,-0.05951235615285386,0.2998258100187539,0.04939793143159101,0.05006186844028691,-0.7320291572889034,0.6776333570430592,-0.3930777987967092,0.1201426172463656,0.30643560117982915,0.2945209314801992,-0.07119236081148599,0.0,-0.3822735542054765,-0.12919876195090035,-0.3841915304465592,0.33326437459793623,-0.06454329476998398,0.0,-0.22460110383207138,1.6876809954795158,0.045374883364739056,-0.2182613557511981,-0.38477367334129614,-1.6148310484885176,-0.09170600988092163,-0.3100558275084452
33,0.6359049602286639,-0.059495893498235884,0.2998225052767239,0.049522625529376,0.05017058524274993,-0.7321784648149346,0.6774548823341102,-0.3930710802128933,0.12028616845845946,0.3068778570422109,0.29399178700207046,-0.07117785489016584,0.0,-0.3828151889759397,-0.12906595333318097,-0.3835968156413064,0.3329663877880586,-0.0642076386047592,0.0,-0.22419762785629532,1.688469892115762,0.04524388149018939,-0.21789059286533038,-0.38400661902554817,-1.6162764812156614,-0.09132077879877844,-0.30925713626631857
34,0.6358969190660712,-0.05948548468972069,0.2998167733774622,0.04963201677708408,0.050300556733227586,-0.7322679128859038,0.6773405499899511,-0.3932012272066439,0.12046087850324384,0.30710694710915176,0.29358057516203306,-0.0711855322898947,0.0,-0.383318668483499,-0.12890435849607462,-0.38309194867659485,0.33265919320846027,-0.06389809329809827,0.0,-0.22370670912008536,1.6892831123618135,0.045144363344047,-0.21759891415185603,-0.3830587996008459,-1.618013275770326,-0.09107940855281056,-0.3083097800202924
35,0.6358965271345364,-0.05949080330520777,0.29981265292689957,0.04970700610026956,0.05044228733290819,-0.7323059063932559,0.6772834330283916,-0.39344334700905564,0.1206586980156836,0.3071322287859494,0.2933982667812927,-0.07129711022719855,0.0,-0.3836723887871622,-0.1287400408753979,-0.38269741433529786,0.3323148098888745,-0.06363336116612688,0.0,-0.22338001959104767,1.689634586988042,0.04482259712216715,-0.21709739452645235,-0.38240683749032395,-1.6196861629498247,-0.09085489252477327,-0.3072534344711767
36,0.6359028159067956,-0.059497925710589275,0.29981242342630404,0.04976454405933306,0.05057979577608902,-0.732331014564541,0.6772418028449555,-0.39372320219255136,0.12086566061967637,0.3071063646436381,0.29335344371062566,-0.07145225025988766,0.0,-0.3838641791015961,-0.1285972784989293,-0.3825317020083836,0.3319973285555531,-0.06345632054400371,0.0,-0.22275312142629078,1.6896993443737809,0.04437337763571513,-0.21624694284509866,-0.38203821915463526,-1.6205967638949035,-0.090470622960872,-0.30598617003441037
37,0.6359096996052153,-0.059506069710880544,0.2998153781527826,0.0498253794851341,0.05071073695883535,-0.7323095210950257,0.6772507792759107,-0.3940157279649197,0.1210021337999966,0.3069408829325793,0.2933004980038415,-0.07152770877728434,0.0,-0.3839448628474117,-0.1285166555652071,-0.382652499703869,0.3317643068741367,-0.06342322041035657,0.0,-0.2219393410331377,1.6897223547106401,0.043981748517087305,-0.21497565550944192,-0.381715000408737,-1.6208708501672586,-0.08977547474312436,-0.30432814460752955
38,0.635912922156156,-0.05951871959422365,0.299818306301525,0.04989935981802425,0.05084188413606873,-0.7322502193438731,0.6772996183212384,-0.39430509854972984,0.1210591645541395,0.30665058063729994,0.29324954885897814,-0.07157244867512587,0.0,-0.38408309245441896,-0.1284837649474989,-0.38284600155216947,0.3316775403218035,-0.06348504871163627,0.0,-0.22192103372549746,1.6897007602083738,0.04376761606104853,-0.21413121178296213,-0.3810678218238408,-1.6209328575620034,-0.08909716747465082,-0.30252529757181
39,0.6359158967889059,-0.05953515650352129,0.2998112839832436,0.0499757671580868,0.05099856422193774,-0.7321761340794553,0.6773622943659651,-0.39477471573768,0.12115341891155014,0.3063127408338068,0.2932117635557898,-0.07167343823970658,0.0,-0.38434703928039815,-0.12844860156433494,-0.38303152017381903,0.3317456897339705,-0.06360464835053549,0.0,-0.22199582643579852,1.689832515423782,0.043526738211569126,-0.21342905229440687,-0.38015491218971376,-1.6210322974577323,-0.08878126890266,-0.3012003024687652
40,0.6359135581181014,-0.05955327730453818,0.29980381343826606,0.05003082779265238,0.051147852343596104,-0.7320770576760659,0.6774540538629706,-0.3952472334171995,0.12124098787094383,0.3059052316643149,0.29322704593279725,-0.07177726080265585,0.0,-0.38451439437382734,-0.12836812625839958,-0.3832820114187637,0.3317468494193781,-0.06372826610804949,0.0,-0.22188963241838133,1.6899177264553635,0.0431060398524426,-0.21270771919020465,-0.37956714043394857,-1.62112291218476,-0.08856663498309675,-0.30019976119953895
41,0.6358978593709361,-0.059569370945559225,0.2998007467079257,0.050080219926697325,0.05126936396013057,-0.7319667512194987,0.6775604024737492,-0.39561661943450177,0.12128842579178759,0.30548831447863434,0.29332308263967527,-0.07183635586255961,0.0,-0.384578449402445,-0.1282340771874346,-0.383564990338454,0.331631216211636,-0.06384633556124168,0.0,-0.22171355742942023,1.689878879890298,0.04268096257323659,-0.21173361292806722,-0.37932920040959517,-1.6212106142684037,-0.08818164382396,-0.299205163668842
42,0.6358640127658295,-0.05956946010821387,0.2997907616492918,0.050143111297020586,0.0513931035153353,-0.7318515579025444,0.6776708009765023,-0.39609594212890614,0.12136468859412206,0.30512759933016514,0.2934561634686807,-0.07184059831034556,0.0,-0.3847237192960356,-0.12799674144143575,-0.3838757938648113,0.3315229879944279,-0.06399013194667619,0.0,-0.22184714250173065,1.6899042753962974,0.04231483521688016,-0.21058159915406593,-0.3791973197493693,-1.621481928226196,-0.08785176443256106,-0.29839741820576976
43,0.6358090051725482,-0.05954667399562359,0.2997728863830726,0.05022328986343162,0.05150077036947995,-0.7317377902115477,0.6777795350871576,-0.39671503199872293,0.12143616123848111,0.30479920657552834,0.2937335416412285,-0.07180738833095077,0.0,-0.384941150227444,-0.12770727006221158,-0.3842760323246121,0.3314545372059498,-0.06419659515323428,0.0,-0.2220870578384143,1.689962676841018,0.04201253207597919,-0.20958199470262368,-0.379085247217916,-1.6221605244492612,-0.08770069152050151,-0.2976851656486082
44,0.635693468404497,-0.05944238191997829,0.2997308846248814,0.050331661439913786,0.0515026358072644,-0.7316367482918167,0.6778804252304216,-0.3974996061546861,0.12149094597340468,0.30452437200350585,0.29406859164464183,-0.07150866288381526,0.0,-0.38539287793356364,-0.1272248334043069,-0.38482967560036146,0.33147193167412486,-0.06448154167549366,0.0,-0.22228422958542113,1.6898799242887192,0.04180450773161594,-0.20892354333849375,-0.3787119554051349,-1.6232056486797666,-0.08774033070157478,-0.297404664607166
45,0.6355924390172707,-0.05937730987547583,0.29969810349434217,0.05044976626726357,0.05148995788702327,-0.7315333486282933,0.6779841924153152,-0.3981070068554121,0.12144887409330041,0.3042746776006322,0.2943176632356657,-0.07127619950454911,0.0,-0.3857686813879409,-0.12688923436364083,-0.38526485180844267,0.33151711554870267,-0.06477555608861625,0.0,-0.2227215699596027,1.6897401281301552,0.041705723103935,-0.20841241414837883,-0.3784049672851153,-1.624119954998014,-0.08775312027514784,-0.29773255930892856
46,0.6355741139364612,-0.05944662325693352,0.29970355194956905,0.050564964851297356,0.05154044990443666,-0.7314316570001309,0.6780814829290641,-0.39830926378224196,0.12128541064793356,0.30406484305295006,0.29446685874283623,-0.0714306351456483,0.0,-0.3857509336353985,-0.1269717377923577,-0.3853840316982104,0.3314765282212387,-0.06498857934944503,0.0,-0.22296740449598285,1.6897922703655848,0.04164750500868144,-0.20781078304816153,-0.3781974031800865,-1.6245536050174676,-0.08761483616538153,-0.29830099825517786
47,0.6355991340983811,-0.05957522763143698,0.29972891492167664,0.05071602260822467,0.05163871811537199,-0.7313381912586434,0.6781635332637247,-0.39839945632018076,0.12106745504969367,0.30390977141412334,0.29455714593900917,-0.0717264956390494,0.0,-0.38556685331453744,-0.12727322837158414,-0.3854665129627276,0.33133668298939695,-0.06514199352587587,0.0,-0.22265825162210018,1.6901784802576338,0.04157373716641097,-0.20684881104073183,-0.37807306888954906,-1.6246612207231648,-0.08762838459734293,-0.29911605653237033
48,0.6356433873903344,-0.05972254252595374,0.2997660406267456,0.05088895957995541,0.051761334829150824,-0.7312627134736344,0.6782226197147594,-0.3984149443573096,0.1208474784348714,0.3038673839677414,0.29455599822351936,-0.0720249417271753,0.0,-0.38526056661029173,-0.1276613823638816,-0.38563299712727117,0.33109902027113897,-0.06531989527426277,0.0,-0.2224299714767234,1.6904869465221906,0.041265910402812044,-0.20515683409648702,-0.3781024091136363,-1.6245619378478247,-0.08780462630597435,-0.3001901987064987
49,0.6356790141771822,-0.05984143269161588,0.299799142383865,0.0510893659398028,0.05191512586878856,-0.7312099041916067,0.6782527349049158,-0.39856950211686343,0.12065971983700324,0.30385240389015655,0.2944880641953117,-0.07214878525588254,0.0,-0.3850513391565214,-0.12792219820120698,-0.385917282440918,0.33076169098486896,-0.06542598513815283,0.0,-0.22187899858797538,1.6904799344417656,0.04058594060758647,-0.20302420322847065,-0.37792470277614565,-1.6244239607592736,-0.08814751832068915,-0.3011476933441071
50,0.6356548482731165,-0.05988519357176953,0.29981180607331437,0.05131966493179419,0.052057468449173395,-0.7311551645895029,0.6782834490565494,-0.3989992712733134,0.1205216771237469,0.30381828382254483,0.2944253765863323,-0.07194969899287752,0.0,-0.38510755884588116,-0.12785351919020596,-0.3863167926153809,0.33033538426115144,-0.06538525796586368,0.0,-0.22271735282671298,1.6896067005323843,0.039748590751120104,-0.20102353587000227,-0.37739299498679185,-1.6242303027121057,-0.08845035626541746,-0.3017955903090279
51,0.6356119463935018,-0.05992862457419404,0.29981607069975613,0.05158808909170764,0.05222791712392113,-0.7310801907242926,0.6783307957532924,-0.39958626218360244,0.120393732516174,0.3037756530084112,0.2943945226076726,-0.07170655446690435,0.0,-0.3853526608806166,-0.12767617807127504,-0.38654860577276245,0.3297708371190994,-0.06528357745532393,0.0,-0.22412939274685825,1.688432953160951,0.03886048199844984,-0.19894063602789844,-0.37703051024321727,-1.6238500590941076,-0.08846949504579263,-0.3019706025218976
52,0.6355806686963458,-0.05997667715359098,0.29982146949453775,0.05188533125828644,0.05246839068082615,-0.7309737513270526,0.6784042712501439,-0.40037234611603173,0.12028223834042286,0.3036677461793509,0.29445804936445547,-0.07146660754794762,0.0,-0.3856263298352712,-0.12749239811978197,-0.3868755437045485,0.3290577103150756,-0.06517679713192509,0.0,-0.2239111617559925,1.6873702597730504,0.03809259403388835,-0.1971882643969039,-0.377283968265827,-1.6234755755659167,-0.08829294393797031,-0.30127137087290595
53,0.6355747093157809,-0.06005338601423892,0.29984050939883533,0.052103741531813935,0.05269212420530311,-0.7308833118909976,0.6784676297100444,-0.4009970880754474,0.1202489102140921,0.3035723593969619,0.29476967056711223,-0.07147426273216177,0.0,-0.3854451546712137,-0.1273174708349991,-0.3873114776326555,0.3281349612440599,-0.06509353990128729,0.0,-0.2234662639731208,1.6862082837045094,0.03757725411335946,-0.1956116125109192,-0.3779218951949175,-1.6230282851986184,-0.08791983382462351,-0.29991766696757904
