root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow
0.549526,0.005331,-0.033246,-0.291983,-0.541821,-0.508353,0.60229,-0.561992,0.227815,0.579971,0.294227,0.179667,0.0,-0.782313,-0.708341,-0.739947,0.234356,0.346396,0.0,-0.803901,0.144586,-0.719454,-1.588093,0.243987,-0.794792,0.151102,-0.613842
0.549432,0.005578,-0.032128,-0.283926,-0.550811,-0.500438,0.604612,-0.553579,0.191744,0.544315,0.277266,0.17786,0.0,-0.799026,-0.726066,-0.704861,0.224326,0.360184,0.0,-0.974564,0.012059,-0.744284,-1.53479,0.234204,-0.809808,0.111265,-0.609374
0.550312,0.006243,-0.029325,-0.273701,-0.555397,-0.507965,0.598826,-0.55832,0.189777,0.508833,0.279986,0.165934,0.0,-0.816818,-0.708127,-0.678809,0.215392,0.368103,0.0,-1.051333,0.0,-0.75643,-1.592316,0.214249,-0.800111,0.096269,-0.642386
0.552426,0.006739,-0.02589,-0.260571,-0.560743,-0.517377,0.591601,-0.56627,0.183746,0.475502,0.289035,0.148571,0.0,-0.842014,-0.688951,-0.646551,0.20548,0.380155,0.0,-1.091437,0.0,-0.756306,-1.678752,0.203362,-0.794057,0.087613,-0.685866
0.554809,0.007242,-0.021465,-0.245579,-0.565848,-0.526775,0.584821,-0.577158,0.169499,0.432225,0.297406,0.12867,0.0,-0.87111,-0.671118,-0.612629,0.197117,0.391987,0.0,-1.114067,-0.0,-0.758477,-1.758828,0.205173,-0.805585,0.09058,-0.728726
0.557426,0.007797,-0.015809,-0.229792,-0.572686,-0.538036,0.574232,-0.583786,0.153083,0.376503,0.307694,0.103175,0.0,-0.8969,-0.645592,-0.575148,0.189387,0.403401,0.0,-1.144204,0.0,-0.764208,-1.795181,0.210669,-0.819467,0.107337,-0.762427
0.559317,0.008291,-0.008862,-0.212159,-0.581652,-0.549758,0.560746,-0.581759,0.131283,0.319085,0.31954,0.072341,0.0,-0.919721,-0.613969,-0.532062,0.180916,0.41427,0.0,-1.17945,0.0,-0.769826,-1.8,0.211282,-0.832078,0.131193,-0.788351
0.559746,0.008442,-0.001755,-0.193686,-0.590103,-0.561199,0.547102,-0.572906,0.109193,0.27552,0.328075,0.044648,0.0,-0.941167,-0.578777,-0.487573,0.173306,0.423628,0.0,-1.208349,0.0,-0.779552,-1.8,0.204812,-0.841467,0.155342,-0.81253
0.558566,0.008469,0.005883,-0.174544,-0.597551,-0.57205,0.534066,-0.558997,0.08865,0.237978,0.333465,0.014997,0.0,-0.960807,-0.543221,-0.440743,0.169517,0.430327,0.0,-1.232326,-0.0,-0.792023,-1.8,0.199227,-0.853583,0.174841,-0.844912
0.557434,0.007972,0.012986,-0.156071,-0.604466,-0.581774,0.521346,-0.545152,0.064308,0.209044,0.33882,-0.014679,0.0,-0.981161,-0.508163,-0.393158,0.168539,0.438878,0.0,-1.248774,0.0,-0.809389,-1.8,0.19552,-0.865897,0.186105,-0.879212
0.555787,0.007047,0.018793,-0.138792,-0.61108,-0.589927,0.509219,-0.530171,0.043479,0.194725,0.344827,-0.041965,0.0,-1.001518,-0.473809,-0.345442,0.170778,0.447835,0.0,-1.25947,-0.0,-0.82713,-1.8,0.188444,-0.872891,0.19281,-0.907298
0.552595,0.006267,0.023144,-0.122403,-0.6174,-0.59635,0.498199,-0.512875,0.034247,0.192552,0.349715,-0.072382,0.0,-1.018642,-0.442068,-0.302958,0.176283,0.453521,0.0,-1.269387,-0.0,-0.848116,-1.8,0.174851,-0.873744,0.197299,-0.928008
0.551124,0.005158,0.026176,-0.107384,-0.624092,-0.600986,0.487642,-0.49738,0.023307,0.206121,0.353932,-0.099013,0.0,-1.037099,-0.417489,-0.267351,0.181952,0.464578,0.0,-1.283614,0.0,-0.866019,-1.8,0.154653,-0.869962,0.201846,-0.94183
0.550506,0.003848,0.0286,-0.091995,-0.631112,-0.604598,0.477175,-0.483068,0.011088,0.227889,0.356472,-0.12402,0.0,-1.057429,-0.396344,-0.235156,0.186583,0.479427,0.0,-1.305034,0.0,-0.868753,-1.8,0.131012,-0.864765,0.206468,-0.953672
0.550671,0.002575,0.031111,-0.075989,-0.637414,-0.607859,0.467372,-0.471107,-0.001838,0.254879,0.357284,-0.14649,0.0,-1.079879,-0.379579,-0.206064,0.190344,0.495834,0.0,-1.326468,-0.0,-0.870308,-1.8,0.106194,-0.859297,0.21189,-0.966444
0.551031,0.001323,0.033316,-0.059655,-0.642921,-0.610842,0.45822,-0.46129,-0.012253,0.285447,0.35723,-0.165101,0.0,-1.103865,-0.364586,-0.181838,0.19426,0.51194,0.0,-1.348707,0.0,-0.87315,-1.8,0.082839,-0.855504,0.21902,-0.982236
0.550966,0.000112,0.035036,-0.042769,-0.648063,-0.613474,0.44926,-0.451763,-0.018828,0.319346,0.356279,-0.181826,0.0,-1.128358,-0.348833,-0.160313,0.198432,0.526452,0.0,-1.37187,-0.0,-0.870223,-1.8,0.060463,-0.847051,0.226704,-0.995208
0.551516,-0.001097,0.036583,-0.026827,-0.652724,-0.615559,0.440816,-0.444494,-0.027081,0.354772,0.354663,-0.196507,0.0,-1.152455,-0.334947,-0.140354,0.201648,0.542418,0.0,-1.394193,-0.0,-0.871749,-1.8,0.041086,-0.838525,0.237257,-1.000655
0.552922,-0.002516,0.038612,-0.010636,-0.658249,-0.616053,0.43252,-0.437538,-0.045667,0.392215,0.350574,-0.213849,0.0,-1.179466,-0.324169,-0.116139,0.205746,0.560616,0.0,-1.422642,0.0,-0.883797,-1.8,0.024248,-0.839467,0.258769,-1.003478
0.55354,-0.003923,0.040187,0.00595,-0.664221,-0.615414,0.424312,-0.429155,-0.064142,0.42772,0.344118,-0.229342,0.0,-1.206002,-0.311528,-0.089121,0.209438,0.578054,0.0,-1.450413,0.0,-0.907863,-1.8,0.009378,-0.844685,0.282554,-1.005593
0.553376,-0.005269,0.042386,0.023442,-0.669668,-0.614831,0.415906,-0.41979,-0.084959,0.456754,0.333825,-0.245874,0.0,-1.232411,-0.296281,-0.057475,0.21395,0.591945,0.0,-1.468963,0.0,-0.938101,-1.8,-0.003564,-0.849257,0.303837,-1.002913
0.552087,-0.006942,0.045381,0.042402,-0.673978,-0.615552,0.406265,-0.411077,-0.107277,0.471461,0.321623,-0.263906,0.0,-1.258121,-0.273214,-0.028612,0.221762,0.599152,0.0,-1.472111,0.0,-0.96421,-1.8,-0.016477,-0.851547,0.328847,-1.002737
0.550009,-0.0095,0.050732,0.062753,-0.675548,-0.620037,0.39402,-0.405865,-0.134518,0.458893,0.309992,-0.28409,0.0,-1.281796,-0.239223,-0.006597,0.235361,0.597609,0.0,-1.458057,0.0,-0.973298,-1.8,-0.03173,-0.847914,0.357682,-1.010815
0.543777,-0.012418,0.058457,0.08784,-0.67186,-0.630072,0.379338,-0.394641,-0.149601,0.424504,0.296353,-0.308809,0.0,-1.302633,-0.191377,0.008526,0.258181,0.575932,0.0,-1.414444,-0.0,-0.939661,-1.8,-0.059195,-0.826224,0.382694,-1.024237
0.536768,-0.016468,0.067773,0.113898,-0.663425,-0.643578,0.364283,-0.38882,-0.164765,0.374253,0.284859,-0.334213,0.0,-1.325486,-0.137547,0.011416,0.288029,0.544803,0.0,-1.329633,0.0,-0.950188,-1.8,-0.097153,-0.790579,0.409783,-1.037988
0.524757,-0.020839,0.077027,0.14081,-0.647976,-0.663695,0.346132,-0.37113,-0.150956,0.311663,0.280394,-0.370238,0.0,-1.342422,-0.067709,-0.003789,0.341338,0.484519,0.0,-1.20418,0.0,-0.979979,-1.8,-0.166829,-0.728352,0.463664,-1.049318
0.511606,-0.025447,0.08578,0.165274,-0.628876,-0.686107,0.326277,-0.352915,-0.124166,0.250231,0.292387,-0.409164,0.0,-1.35105,0.001825,-0.023,0.396051,0.417388,0.0,-1.070454,-0.0,-1.012142,-1.8,-0.26147,-0.631234,0.530164,-1.031001
0.496832,-0.03076,0.092138,0.188605,-0.607392,-0.708939,0.30481,-0.332714,-0.087536,0.193686,0.317266,-0.450449,0.0,-1.355224,0.081215,-0.047463,0.453527,0.353641,0.0,-0.935697,-0.0,-1.044545,-1.8,-0.387597,-0.488376,0.600515,-0.966023
0.481303,-0.03638,0.09598,0.212332,-0.58612,-0.729444,0.281584,-0.308258,-0.047967,0.14912,0.349838,-0.494038,0.0,-1.358816,0.164242,-0.064112,0.510277,0.294943,0.0,-0.823555,0.0,-1.075125,-1.8,-0.536446,-0.304723,0.662282,-0.847124
0.468958,-0.041279,0.097504,0.238118,-0.568917,-0.744145,0.256674,-0.287118,-0.014636,0.142022,0.381746,-0.53668,0.0,-1.369869,0.240169,-0.06634,0.556973,0.255942,0.0,-0.752849,-0.0,-1.105914,-1.8,-0.682881,-0.113931,0.707795,-0.70312
0.460389,-0.043703,0.096415,0.263115,-0.558461,-0.750426,0.236118,-0.275358,0.01581,0.160062,0.405985,-0.566025,0.0,-1.384803,0.295823,-0.052103,0.58317,0.240948,0.0,-0.719713,0.0,-1.132604,-1.8,-0.791511,-0.0,0.730139,-0.605023
0.455734,-0.043899,0.093043,0.281272,-0.560487,-0.746186,0.223489,-0.268145,0.026231,0.18217,0.416314,-0.575932,0.0,-1.397859,0.321209,-0.021735,0.594512,0.248179,0.0,-0.723127,-0.0,-1.150101,-1.8,-0.810022,-0.0,0.733519,-0.610915
0.452325,-0.045624,0.091371,0.300916,-0.558865,-0.742831,0.212889,-0.270369,0.025449,0.210056,0.42579,-0.585298,0.0,-1.422286,0.352259,-3.9e-05,0.604559,0.258844,0.0,-0.738545,0.0,-1.172617,-1.8,-0.805997,0.0,0.726977,-0.653232
0.450836,-0.047206,0.091041,0.317256,-0.557226,-0.73964,0.204404,-0.277656,0.019214,0.238928,0.435073,-0.591435,0.0,-1.44498,0.372304,0.009924,0.611784,0.27016,0.0,-0.749963,0.0,-1.186175,-1.8,-0.790496,0.0,0.709274,-0.696412
0.450804,-0.047738,0.091168,0.330362,-0.555224,-0.736685,0.199707,-0.291805,0.021029,0.2629,0.446738,-0.593341,0.0,-1.464681,0.376741,0.006479,0.613953,0.278036,0.0,-0.761812,0.0,-1.194606,-1.8,-0.768288,-0.0,0.677977,-0.739647
0.451364,-0.048318,0.091717,0.341189,-0.550911,-0.735618,0.197363,-0.309542,0.028309,0.283424,0.461505,-0.595123,0.0,-1.479774,0.379083,-0.009059,0.609588,0.281696,0.0,-0.771162,-0.0,-1.199537,-1.8,-0.746268,-0.0,0.64125,-0.77975
0.451149,-0.048634,0.091379,0.347792,-0.546536,-0.73515,0.199733,-0.327512,0.041906,0.290837,0.477956,-0.596732,0.0,-1.490854,0.38,-0.023271,0.60286,0.281708,0.0,-0.779395,0.0,-1.203186,-1.8,-0.725915,-0.0,0.605476,-0.817211
0.450749,-0.0488,0.090585,0.350642,-0.542167,-0.735479,0.205364,-0.345768,0.058936,0.291107,0.496473,-0.598689,0.0,-1.499004,0.38,-0.037581,0.595086,0.277582,0.0,-0.787132,0.0,-1.205472,-1.8,-0.704212,0.0,0.570173,-0.855259
0.450573,-0.048377,0.090238,0.351882,-0.537577,-0.737171,0.209209,-0.359568,0.080729,0.294981,0.516452,-0.603765,0.0,-1.5,0.38,-0.046752,0.584,0.271527,0.0,-0.804995,0.0,-1.210346,-1.8,-0.674992,-0.0,0.536875,-0.892917
0.450672,-0.048601,0.091519,0.352612,-0.531277,-0.74063,0.21184,-0.374719,0.096924,0.290352,0.53724,-0.60657,0.0,-1.5,0.38,-0.053726,0.572089,0.261245,0.0,-0.827516,0.0,-1.212488,-1.8,-0.641729,-0.001064,0.512773,-0.93433
0.450943,-0.049583,0.094162,0.353101,-0.524642,-0.744758,0.213087,-0.392907,0.101887,0.27438,0.555871,-0.610186,0.0,-1.5,0.38,-0.058826,0.563229,0.249809,0.0,-0.856535,0.0,-1.20827,-1.8,-0.60089,-0.019841,0.500673,-0.98471
0.451742,-0.050927,0.097238,0.352988,-0.518767,-0.748638,0.214059,-0.413347,0.100958,0.26017,0.57623,-0.618439,0.0,-1.5,0.38,-0.064476,0.555569,0.242842,0.0,-0.89488,-0.0,-1.197899,-1.8,-0.54132,-0.053432,0.494669,-1.054836
0.453324,-0.052856,0.099175,0.350959,-0.516469,-0.751037,0.214549,-0.430993,0.091976,0.244714,0.599032,-0.629105,0.0,-1.5,0.38,-0.075237,0.551284,0.245021,0.0,-0.93494,0.0,-1.17965,-1.8,-0.4679,-0.111682,0.493024,-1.142374
0.456764,-0.056366,0.102352,0.346679,-0.516722,-0.753642,0.211745,-0.445556,0.061314,0.231693,0.623395,-0.635546,0.0,-1.5,0.38,-0.088208,0.550931,0.254454,0.0,-0.97388,-0.0,-1.150615,-1.8,-0.38021,-0.187869,0.489886,-1.246708
0.461548,-0.060898,0.106999,0.341857,-0.518107,-0.756758,0.204979,-0.455369,0.016519,0.228024,0.645554,-0.639707,0.0,-1.5,0.38,-0.095502,0.553467,0.270437,0.0,-1.014211,0.0,-1.111415,-1.8,-0.277572,-0.272397,0.471096,-1.368264
0.466703,-0.065278,0.111132,0.337689,-0.521141,-0.758947,0.195903,-0.461235,-0.027572,0.233868,0.665607,-0.645327,0.0,-1.5,0.38,-0.095733,0.556662,0.290559,0.0,-1.059705,-0.0,-1.060149,-1.8,-0.15303,-0.368667,0.418238,-1.519384
0.471289,-0.069274,0.11471,0.333748,-0.522953,-0.761499,0.187755,-0.465639,-0.063376,0.240553,0.684389,-0.650719,0.0,-1.5,0.38,-0.097191,0.558947,0.309102,0.0,-1.099443,0.0,-1.012901,-1.8,-0.038368,-0.461924,0.333775,-1.676655
0.475987,-0.073371,0.118322,0.32868,-0.522668,-0.765628,0.180561,-0.471482,-0.093058,0.24675,0.706315,-0.655627,0.0,-1.5,0.38,-0.104664,0.560123,0.326236,0.0,-1.127726,-0.0,-0.97567,-1.8,0.058103,-0.538665,0.236523,-1.799997
0.480596,-0.077547,0.122507,0.320885,-0.51776,-0.77352,0.174997,-0.473596,-0.111619,0.251511,0.728903,-0.656456,0.0,-1.5,0.38,-0.124231,0.562408,0.339668,0.0,-1.1408,-0.0,-0.963423,-1.8,0.075416,-0.572923,0.180953,-1.8
0.484743,-0.081188,0.126334,0.314328,-0.511968,-0.781112,0.170147,-0.48089,-0.122831,0.257638,0.756698,-0.661232,0.0,-1.5,0.38,-0.140685,0.56327,0.351456,0.0,-1.157856,-0.0,-0.951552,-1.8,0.103582,-0.612422,0.138347,-1.8
0.489168,-0.084813,0.129109,0.307232,-0.507015,-0.787977,0.16624,-0.491898,-0.131445,0.264251,0.791394,-0.669666,0.0,-1.5,0.38,-0.16222,0.56225,0.363494,0.0,-1.177695,0.0,-0.938612,-1.8,0.145698,-0.668397,0.103163,-1.8
0.49457,-0.089107,0.131303,0.298377,-0.503505,-0.794647,0.161212,-0.505121,-0.143139,0.27418,0.836154,-0.678378,0.0,-1.5,0.38,-0.188042,0.562438,0.378111,0.0,-1.196549,-0.0,-0.92492,-1.8,0.192301,-0.729825,0.063331,-1.8
0.500898,-0.093739,0.132818,0.288623,-0.501342,-0.800863,0.154827,-0.525618,-0.153512,0.289417,0.897676,-0.688391,0.0,-1.5,0.38,-0.213754,0.563162,0.396378,0.0,-1.216654,0.0,-0.908472,-1.8,0.27063,-0.803354,0.016188,-1.8
0.507295,-0.097748,0.133622,0.278776,-0.498652,-0.807197,0.148541,-0.547943,-0.152611,0.309063,0.967021,-0.700518,0.0,-1.5,0.38,-0.239032,0.562924,0.416103,0.0,-1.235495,0.0,-0.894656,-1.8,0.354188,-0.875124,-0.038652,-1.8
0.514414,-0.101418,0.133748,0.268663,-0.497089,-0.812871,0.141289,-0.573499,-0.145588,0.335992,1.044361,-0.713182,0.0,-1.5,0.38,-0.260767,0.562529,0.438956,0.0,-1.259528,-0.0,-0.887724,-1.8,0.43237,-0.929967,-0.086817,-1.8
0.521845,-0.104921,0.13322,0.258004,-0.49534,-0.81868,0.133548,-0.601275,-0.129855,0.361913,1.128346,-0.728228,0.0,-1.5,0.38,-0.283561,0.56203,0.463369,0.0,-1.29136,-0.0,-0.886502,-1.77949,0.498605,-0.97922,-0.146507,-1.797623
0.52931,-0.108144,0.132009,0.247301,-0.493046,-0.824514,0.12619,-0.631314,-0.10432,0.385225,1.218484,-0.742714,0.0,-1.5,0.38,-0.308207,0.560018,0.488319,0.0,-1.320759,0.0,-0.89338,-1.738153,0.555236,-1.015478,-0.210471,-1.757867
0.535305,-0.1102,0.130134,0.239384,-0.488978,-0.82974,0.122989,-0.665135,-0.067024,0.396686,1.308262,-0.753995,0.0,-1.5,0.38,-0.332431,0.550966,0.509495,0.0,-1.320644,-0.0,-0.91541,-1.701972,0.603848,-1.045783,-0.267576,-1.739118
0.541382,-0.112709,0.128708,0.231849,-0.479987,-0.837074,0.123149,-0.711737,-0.0246,0.395897,1.402281,-0.768544,0.0,-1.5,0.38,-0.364752,0.532958,0.530982,0.0,-1.269153,-0.0,-0.947702,-1.690059,0.668771,-1.089342,-0.318687,-1.732844
0.548315,-0.116882,0.12813,0.222335,-0.466397,-0.847099,0.124355,-0.761947,0.0131,0.392025,1.495302,-0.785222,0.0,-1.5,0.38,-0.405783,0.510089,0.55534,0.0,-1.200848,-0.0,-0.972747,-1.682537,0.745851,-1.134434,-0.365462,-1.727104
0.5541,-0.120906,0.12782,0.214702,-0.453952,-0.855484,0.126402,-0.801841,0.040586,0.39132,1.569746,-0.797714,0.0,-1.5,0.38,-0.436914,0.48662,0.578314,0.0,-1.16831,0.0,-0.969124,-1.661663,0.80759,-1.165692,-0.397239,-1.723435
0.560738,-0.1248,0.12674,0.206112,-0.442275,-0.863491,0.127649,-0.847481,0.071956,0.388958,1.647675,-0.804464,0.0,-1.5,0.38,-0.469494,0.463375,0.603411,0.0,-1.143474,-0.0,-0.936039,-1.644066,0.862634,-1.188171,-0.429253,-1.717504
0.566774,-0.128164,0.124779,0.198562,-0.43166,-0.870087,0.131114,-0.899611,0.102073,0.377387,1.723418,-0.811323,0.0,-1.5,0.38,-0.50426,0.43597,0.626222,0.0,-1.103731,0.0,-0.888933,-1.640756,0.912904,-1.207125,-0.461717,-1.708605
0.572153,-0.130757,0.122188,0.191737,-0.421968,-0.875528,0.136497,-0.954467,0.132635,0.359841,1.794397,-0.819407,0.0,-1.5,0.38,-0.539459,0.406288,0.646356,0.0,-1.046959,-0.0,-0.831988,-1.644378,0.95438,-1.219636,-0.492717,-1.695117
0.577667,-0.133501,0.11936,0.185169,-0.412266,-0.880401,0.14368,-1.010971,0.160692,0.345709,1.863764,-0.814481,0.0,-1.5,0.38,-0.575395,0.372251,0.66659,0.0,-0.979016,0.0,-0.774186,-1.643817,0.992327,-1.229044,-0.520133,-1.680329
0.584883,-0.137389,0.116174,0.177089,-0.401958,-0.885766,0.14996,-1.082258,0.185532,0.336473,1.937353,-0.800163,0.0,-1.5,0.38,-0.613791,0.33449,0.692993,0.0,-0.8909,-0.0,-0.705229,-1.63489,1.035352,-1.239069,-0.548609,-1.664771
0.590711,-0.140872,0.113182,0.171632,-0.391822,-0.889759,0.159211,-1.154357,0.201962,0.324323,2.002024,-0.787947,0.0,-1.5,0.38,-0.645703,0.289011,0.720254,0.0,-0.804363,0.0,-0.640452,-1.617502,1.04,-1.242306,-0.561946,-1.645036
0.594468,-0.142215,0.110856,0.168434,-0.381962,-0.892146,0.172656,-1.228927,0.21367,0.291972,2.051913,-0.76435,0.0,-1.5,0.375662,-0.66814,0.242265,0.742377,0.0,-0.710883,-0.0,-0.568073,-1.60372,1.04,-1.242659,-0.569496,-1.619454
0.598082,-0.143646,0.109075,0.165721,-0.372708,-0.893432,0.188164,-1.297769,0.215096,0.271736,2.086714,-0.734101,0.0,-1.5,0.368582,-0.687512,0.192539,0.765205,0.0,-0.617666,-0.0,-0.502496,-1.592914,1.04,-1.236422,-0.57924,-1.596806
0.601342,-0.144904,0.107356,0.164096,-0.364927,-0.89338,0.204384,-1.361787,0.211764,0.259608,2.112538,-0.702468,0.0,-1.5,0.361216,-0.702728,0.140187,0.789579,0.0,-0.527234,-0.0,-0.431738,-1.590156,1.04,-1.22508,-0.592733,-1.576503
0.603664,-0.144999,0.105964,0.161427,-0.358997,-0.891978,0.222345,-1.420532,0.201654,0.246941,2.126829,-0.664398,0.0,-1.5,0.347082,-0.716299,0.104838,0.798073,0.0,-0.424039,-0.0,-0.355508,-1.601568,1.04,-1.207928,-0.60886,-1.552704
0.605866,-0.145069,0.1046,0.15407,-0.357654,-0.888725,0.241897,-1.462054,0.177724,0.238383,2.139648,-0.633885,0.0,-1.5,0.3152,-0.728617,0.090203,0.798616,0.0,-0.328561,0.0,-0.286364,-1.599357,1.04,-1.183618,-0.620547,-1.521017
0.6087,-0.14494,0.103263,0.144427,-0.358489,-0.88495,0.259787,-1.496471,0.152775,0.234935,2.145876,-0.596877,0.0,-1.5,0.277327,-0.740527,0.085858,0.798667,0.0,-0.225038,0.0,-0.20917,-1.610098,1.04,-1.158299,-0.63095,-1.484073
0.611208,-0.143996,0.103462,0.13301,-0.360466,-0.881198,0.275431,-1.5,0.125138,0.234987,2.12869,-0.557961,0.0,-1.5,0.232606,-0.748685,0.095656,0.79829,0.0,-0.099565,0.0,-0.118189,-1.645561,1.04,-1.136299,-0.638782,-1.443771
0.613864,-0.143284,0.103701,0.121252,-0.3617,-0.877668,0.290121,-1.5,0.098852,0.237972,2.111772,-0.521053,0.0,-1.5,0.187935,-0.758553,0.10941,0.79785,0.0,0.033976,0.000185,-0.0145,-1.688469,1.04,-1.117862,-0.640815,-1.40565
0.61725,-0.143202,0.10366,0.107162,-0.360687,-0.875024,0.304557,-1.5,0.074864,0.242371,2.099133,-0.482495,0.0,-1.5,0.141038,-0.775221,0.127062,0.797482,0.0,0.174028,0.023723,0.096046,-1.732798,1.04,-1.098463,-0.638298,-1.368348
0.620749,-0.142921,0.10353,0.092559,-0.359373,-0.871898,0.319497,-1.5,0.052006,0.248461,2.08496,-0.440372,0.0,-1.5,0.090822,-0.791286,0.151058,0.792309,0.0,0.313941,0.031892,0.212298,-1.770013,1.04,-1.07992,-0.632494,-1.329456
0.623921,-0.141941,0.103492,0.07931,-0.358283,-0.868009,0.334519,-1.5,0.030946,0.253929,2.064199,-0.396574,0.0,-1.5,0.041322,-0.803475,0.177739,0.782732,0.0,0.448196,0.015467,0.327387,-1.795421,1.04,-1.067005,-0.624577,-1.288122
